state,district,total_enrolments,total_updates,update_intensity,bio_share,demo_share,cluster
Assam,Dhemaji,6901.0,43079.0,0.08090994470281351,0.3399266344334671,0.36377706927023656,1
Assam,Dhubri,12646.0,140274.0,0.057708918787180194,0.3352629092551181,0.3659323098683879,1
Assam,Dibrugarh,7062.0,53254.0,0.032534189195854886,0.34354491301241574,0.36956984108594493,1
Assam,Dima Hasao,250.0,305.0,0.05555555555555555,0.13206349206349208,0.667936507936508,0
Assam,Goalpara,9898.0,68191.0,0.04655178800799511,0.33490567492813106,0.36267497023315926,1
Assam,Golaghat,11505.0,48078.0,0.07292279051538311,0.3380057288872816,0.3615827484789736,1
Assam,Hailakandi,5578.0,42425.0,0.11963894402503233,0.35285204948485654,0.3744206777878707,1
Assam,Hojai,7050.0,54310.0,0.17466302036544754,0.34029224924675977,0.3697917843666856,1
Assam,Jorhat,4887.0,36067.0,0.01902292781317411,0.3411764705882353,0.3568627450980392,1
Assam,Kamrup,13666.0,87836.0,0.03257439913120252,0.3347074813984192,0.3566987686015808,1
Assam,Kamrup Metro,6046.0,52953.0,0.017032320205479453,0.3376204298418972,0.3537858201581028,1
Assam,Karbi Anglong,8107.0,70327.0,0.08756276200542513,0.34524796676587605,0.3551568915337191,1
Assam,Karimganj,14833.0,77060.0,0.05438458875857347,0.34714287039183306,0.36253454896300563,1
Assam,Kokrajhar,4609.0,51528.0,0.05082888115650511,0.3306252852083128,0.3586177426801334,1
Assam,Lakhimpur,7199.0,65184.0,0.12256258918740114,0.3428838975821239,0.3603681349382013,1
Assam,Majuli,515.0,6663.0,0.2245878383559543,0.3642196472700491,0.39423445901014414,1
Assam,Marigaon,10487.0,77746.0,0.19479861021749936,0.3533751962323391,0.37315541601255886,1
Assam,Nagaon,12873.0,215256.0,0.005585819282317337,0.3349916664513513,0.3498332362723841,1
Assam,Nalbari,3881.0,41212.0,0.028457484436898696,0.34269326152664226,0.35488738363464806,1
Assam,North Cachar Hills,1058.0,7623.0,0.06326336191042073,0.34179214928210067,0.3737634062734549,1
Assam,Sibsagar,2737.0,24450.0,0.020240540966512618,0.3474280423228807,0.3639540714982575,1
Assam,Sivasagar,422.0,0.0,0.0,0.0,0.0,0
Assam,Sonitpur,9197.0,73693.0,0.013486685451240103,0.3362140257651119,0.35398205266626065,1
Assam,South Salmara Mankachar,1472.0,25895.0,0.7941833192109669,0.33891463613629097,0.4234616014874714,2
Assam,Sribhumi,169.0,5444.0,0.03333333333333333,0.3350137347881466,0.4173227138099842,1
Assam,Tinsukia,8384.0,54498.0,0.02182909090909091,0.3376811509629307,0.3583188490370693,1
Assam,Udalguri,4565.0,42128.0,0.02209702331922328,0.34090178406144894,0.35705739961202043,1
Assam,West Karbi Anglong,1884.0,4843.0,0.44433968009155983,0.36959840171109193,0.38278255066986044,2
Bihar,Araria,15579.0,310759.0,0.15543451440963083,0.3467717226633239,0.3646103911578143,1
Bihar,Arwal,3866.0,58474.0,0.15707114380907178,0.34076963093811286,0.3705274401915943,1
Bihar,Aurangabad,10170.0,202270.0,0.12415812581957732,0.3453131179960448,0.3626868820039552,1
Bihar,Aurangabad(Bh),113.0,926.0,0.06443202979515829,0.34840398991384,0.4504786916504059,1
Bihar,Banka,11074.0,196347.0,0.039372546462351186,0.33468016482732826,0.36290048033396205,1
Bihar,Begusarai,13209.0,280198.0,0.06007522750167574,0.34297084463981625,0.36267431665050637,1
Bihar,Bhagalpur,21062.0,303340.0,0.03311151305900055,0.3320063439872033,0.35303302609153686,1
Bihar,Bhojpur,13357.0,239337.0,0.051608427747962635,0.33742783493024076,0.35857216506975925,1
Bihar,Buxar,7240.0,130930.0,0.012565656565656566,0.33599270848263674,0.36000729151736327,1
Bihar,Darbhanga,15765.0,364308.0,0.06591139488737399,0.33959511583559326,0.3572552778651942,1
Bihar,East Champaran,29323.0,460162.0,0.1332158976450185,0.3484324440499739,0.3607309025635719,1
Bihar,Gaya,27401.0,380346.0,0.01876965915536534,0.3323235113434541,0.3498470312922048,1
Bihar,Gopalganj,15148.0,209351.0,0.09758004934133965,0.34140235240228334,0.3585976475977167,1
Bihar,Jamui,10382.0,149077.0,0.20575262306376113,0.3428065065848983,0.36849056454480883,1
Bihar,Jehanabad,4883.0,83791.0,0.1484306374188891,0.34124698193045044,0.3632064593650961,1
Bihar,Kaimur (Bhabua),7825.0,145175.0,0.3962057831251193,0.3487650017948919,0.3739240738353602,1
Bihar,Katihar,16350.0,397574.0,0.030615149476943018,0.3353523343814679,0.35756105144530376,1
Bihar,Khagaria,8196.0,155528.0,0.04214515569112192,0.3369526512055994,0.3590473487944006,1
Bihar,Kishanganj,8764.0,286420.0,0.7707239872326855,0.3532112192821614,0.3824716001010985,2
Bihar,Lakhisarai,6155.0,98380.0,0.41811993001350717,0.34196460538547985,0.3778629808214167,1
Bihar,Madhepura,9027.0,209098.0,0.022000615530205467,0.3346687404057866,0.36045321081372556,1
Bihar,Madhubani,25930.0,419826.0,0.04893416259524798,0.32653383741154834,0.34806933719162625,1
Bihar,Munger,6087.0,106418.0,0.20352488797872542,0.346730635022561,0.3754915871996612,1
Bihar,Muzaffarpur,28855.0,415461.0,0.039076741985008476,0.330023509761306,0.3510788524434184,1
Bihar,Nalanda,14575.0,270445.0,0.1440646463904663,0.3402155424005969,0.3613973608252095,1
Bihar,Nawada,15413.0,172763.0,0.0741742043711665,0.3330674017656583,0.36205454945385385,1
Bihar,Pashchim Champaran,16359.0,1473.0,0.12271880819366854,0.3715871213899476,0.46640170542569487,1
Bihar,Patna,24644.0,452786.0,0.0,0.32866540080383283,0.349629172839578,1
Bihar,Purba Champaran,127.0,1198.0,0.0673758865248227,0.344894526277505,0.4317012184033461,1
Bihar,Purbi Champaran,14871.0,0.0,0.0,0.0,0.0,0
Bihar,Purnea,257.0,7760.0,0.16945554445554445,0.3716732627895931,0.3975575064411761,1
Bihar,Purnia,20100.0,371925.0,0.09381644800006132,0.3380337642383962,0.3567453522274672,1
Bihar,Rohtas,7939.0,229455.0,0.019904172417759373,0.3407450876927124,0.35766761071998604,1
Bihar,Saharsa,13063.0,201043.0,0.09612098312767199,0.3394736516000003,0.3601148257662548,1
Bihar,Samastipur,19207.0,402457.0,0.08204409808756362,0.34184040301225976,0.36097084196765994,1
Bihar,Saran,24218.0,318348.0,0.005949227822827106,0.32752510375321675,0.35231679347998485,1
Bihar,Sheikhpura,3199.0,68511.0,0.34479421721330505,0.34036218760399667,0.3771266016336715,1
Bihar,Sheohar,3262.0,64162.0,0.4882416584019477,0.34398037727022457,0.38079026493161033,2
Bihar,Sitamarhi,42232.0,351848.0,0.09846703289574746,0.33323368739269527,0.35426631260730473,1
Bihar,Siwan,15311.0,249526.0,0.0,0.334849925573495,0.352650074426505,1
Bihar,Supaul,10411.0,219281.0,0.10732289676112182,0.34865034245042303,0.3605130041631228,1
Bihar,Vaishali,18007.0,323754.0,0.08732930215777779,0.34546211112409614,0.36136519811285167,1
Bihar,West Champaran,30438.0,400206.0,0.2710189796828771,0.3410595677035586,0.3726333783545327,1
Chandigarh,Chandigarh,2720.0,157798.0,0.08109976136429776,0.33347889402346254,0.3733484152134853,1
Chhattisgarh,Balod,1678.0,140949.0,0.2550486768003186,0.34762985994704293,0.37926089635547805,1
Chhattisgarh,Baloda Bazar,4944.0,257017.0,0.23046062563207056,0.3457464255852822,0.3708527646981186,1
Chhattisgarh,Balrampur,6190.0,112544.0,0.8757121710655784,0.3744528246778591,0.39581744559241117,2
Chhattisgarh,Bastar,6608.0,173815.0,0.274740455942114,0.34473022909458545,0.3891753503045562,1
Chhattisgarh,Bemetara,2771.0,170403.0,0.7510923722881033,0.35939545277201657,0.3808642874877237,2
Chhattisgarh,Bijapur,6724.0,40931.0,0.28673953216474063,0.35402075371257413,0.364161064469244,1
Chhattisgarh,Bilaspur,8941.0,348378.0,0.05704645048203331,0.3381734117704928,0.36420754061045957,1
Chhattisgarh,Dakshin Bastar Dantewada,1224.0,33107.0,0.14434451263320994,0.36920890137371176,0.3671547349899246,1
Chhattisgarh,Dantewada,710.0,21326.0,0.34129598471703737,0.39050284865695595,0.37983207957270915,1
Chhattisgarh,Dhamtari,1968.0,134991.0,0.04561347743165925,0.3503253702958364,0.36455066276201487,1
Chhattisgarh,Durg,4095.0,257000.0,0.07339081465919702,0.3384765625,0.3646484375,1
Chhattisgarh,Gariyaband,1542.0,79687.0,0.021599588292166138,0.35057411767516466,0.36311882838292664,1
Chhattisgarh,Gaurela-Pendra-Marwahi,140.0,5714.0,0.35009416195856874,0.33037549819497103,0.44363580124005725,1
Chhattisgarh,Gaurella Pendra Marwahi,983.0,0.0,0.0,0.0,0.0,0
Chhattisgarh,Janjgir-Champa,4639.0,292814.0,0.13198570940088875,0.3384884824268191,0.3690213989961058,1
Chhattisgarh,Jashpur,2543.0,145626.0,0.19628798431615332,0.3364517097539927,0.3737523718786604,1
Chhattisgarh,Kabeerdham,955.0,59618.0,2.78522485837482,0.40497379206512607,0.3960212328104958,3
Chhattisgarh,Kanker,1705.0,82049.0,0.0849984677735874,0.35619893608805,0.375206022589636,1
Chhattisgarh,Kawardha,2142.0,127791.0,1.9768793576858565,0.36532426527251405,0.3932964243826584,2
Chhattisgarh,Khairagarh Chhuikhadan Gandai,246.0,7138.0,0.3853002553002553,0.30550576392009304,0.4667164583021292,1
Chhattisgarh,Kondagaon,3038.0,119310.0,0.4771340652031337,0.3619986799597343,0.3846076548818947,2
Chhattisgarh,Korba,3542.0,185248.0,0.013392857142857144,0.33235622564774586,0.3652244195135445,1
Chhattisgarh,Koriya,1763.0,92632.0,0.1784611503464262,0.34771697778347166,0.37077041717451154,1
Chhattisgarh,Mahasamund,3361.0,234756.0,1.2131916047482096,0.37904988768444875,0.4069966239434582,2
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,294.0,5394.0,0.06966873706004141,0.2995169082125604,0.43478260869565216,1
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,259.0,24406.0,0.6802419526300123,0.30116239287649865,0.45008138821802873,2
Chhattisgarh,Mungeli,2957.0,153131.0,0.4830914590281847,0.35727118679552383,0.380720079580022,2
Chhattisgarh,Narayanpur,762.0,38938.0,4.191937475256941,0.5008572023254791,0.37771422624594936,3
Chhattisgarh,Raigarh,4956.0,258062.0,0.048582995951417005,0.34143145737210273,0.35492481793154096,1
Chhattisgarh,Raipur,7041.0,325376.0,0.06032919385613058,0.3427573756861682,0.3670465458824592,1
Chhattisgarh,Rajnandgaon,4185.0,302616.0,0.6042824112720339,0.36191067172535873,0.3891810313314098,2
Chhattisgarh,Sakti,455.0,13709.0,0.18159974396998618,0.36035601188090166,0.4088747573498676,1
Chhattisgarh,Sarangarh-Bilaigarh,186.0,9098.0,0.0866745283018868,0.3435991542054745,0.4064008457945255,1
Chhattisgarh,Sukma,2179.0,42885.0,1.5261136819212888,0.38560690634082556,0.37355539732409593,2
Chhattisgarh,Surajpur,2977.0,113889.0,0.5863674901206559,0.35704931235950615,0.37979279290365175,2
Chhattisgarh,Surguja,3556.0,198543.0,0.3584625157898564,0.34341999609868773,0.37972049976908084,1
Chhattisgarh,Uttar Bastar Kanker,888.0,43869.0,0.01290097629009763,0.34865304663722657,0.37101222532930067,1
Dadra And Nagar Haveli,Dadra And Nagar Haveli,744.0,33268.0,0.6559781578208836,0.38192295643801455,0.3586430812978345,2
Delhi,Central Delhi,3947.0,103107.0,0.2626481692921351,0.3384245894921346,0.3686883812191625,1
Delhi,East Delhi,10736.0,309866.0,0.556960208914062,0.34666770264208113,0.38294603126349824,2
Delhi,New Delhi,1637.0,8624.0,0.3255284552845529,0.37660481327602546,0.4038829916020233,1
Delhi,North Delhi,4459.0,147730.0,1.983299104432433,0.3729910776930667,0.412723208021219,2
Delhi,North East,1738.0,58447.0,2.1182509124893736,0.42213954152818556,0.41694091824192936,2
Delhi,North East Delhi,12113.0,284244.0,1.1699603393100233,0.3902249943145286,0.40607130198176766,2
Delhi,North West Delhi,16043.0,639282.0,0.4163095504742808,0.34865688513502974,0.37562295025591674,1
Delhi,Shahdara,1700.0,36507.0,0.8107741603238366,0.3435649172552162,0.4267700109744489,2
Delhi,South Delhi,13395.0,436425.0,0.16626334490026504,0.3399188118705005,0.3709245616234754,1
Delhi,South West Delhi,9255.0,311226.0,0.0293208973955277,0.3328546646932714,0.3636433897814368,1
Delhi,West Delhi,19414.0,405047.0,0.39100740495444203,0.343258494317796,0.3764067776487312,1
Goa,North Goa,1354.0,56614.0,0.004,0.346,0.362,1
Goa,South Goa,977.0,46822.0,0.008264462809917356,0.3393061373812547,0.36317320146172055,1
Gujarat,Ahmadabad,6667.0,23442.0,0.0,0.3406722563475942,0.36014741578355336,1
Gujarat,Ahmedabad,19130.0,673374.0,0.02922450434810407,0.3344357187229565,0.3628822889398787,1
Gujarat,Amreli,4293.0,96402.0,0.0,0.3383053153240696,0.35890584005441645,1
Gujarat,Anand,6980.0,152844.0,0.0,0.33141155414722884,0.3590646363289617,1
Gujarat,Arvalli,2391.0,37765.0,0.02723845768548198,0.3399618125292695,0.3664211661941348,1
Gujarat,Banas Kantha,13498.0,1020.0,0.16074074074074074,0.37015983245149914,0.3742846119929453,1
Gujarat,Banaskantha,17360.0,226964.0,0.09137174822583496,0.3374084024966309,0.3721351659680994,1
Gujarat,Bharuch,4351.0,126184.0,0.04492356083754168,0.33098106457970117,0.3653752107239426,1
Gujarat,Bhavnagar,10174.0,199014.0,0.01502431681333951,0.33498630092498277,0.3579270849017889,1
Gujarat,Botad,2947.0,23801.0,0.04663258634626455,0.3403652159862997,0.36959149397041025,1
Gujarat,Chhotaudepur,4107.0,43433.0,0.1225674455531104,0.3545166356114839,0.3723741206910371,1
Gujarat,Dahod,10509.0,151611.0,0.31538204368292044,0.36406518904213514,0.3752510502741042,1
Gujarat,Dang,872.0,0.0,0.0,0.0,0.0,0
Gujarat,Devbhumi Dwarka,2490.0,32050.0,0.06404644887447287,0.3467876055499154,0.368124675151839,1
Gujarat,Dohad,13003.0,20928.0,0.050080296187244654,0.3472628406451936,0.37568088229852936,1
Gujarat,Gandhinagar,5650.0,141152.0,0.03518069856652534,0.3265349308998044,0.370315462800983,1
Gujarat,Gir Somnath,5723.0,48832.0,0.05745823096719495,0.34728442602987913,0.3646497303487217,1
Gujarat,Jamnagar,6078.0,126821.0,0.02787537982483372,0.33199319364740426,0.3609201921793674,1
Gujarat,Junagadh,5536.0,140717.0,0.01563731397163878,0.33977277580784326,0.36347925671248194,1
Gujarat,Kachchh,9302.0,190750.0,0.0588328995684116,0.33876845998068505,0.3655116956613383,1
Gujarat,Kheda,7567.0,169780.0,0.021765591397849463,0.3369974758134441,0.3590025241865559,1
Gujarat,Mahesana,6490.0,150130.0,0.015693673695893452,0.3310089373704421,0.3670302783158324,1
Gujarat,Mahisagar,2563.0,38459.0,0.0546536667540744,0.35632154048225334,0.3609780375768184,1
Gujarat,Morbi,8004.0,51678.0,0.08349163278623124,0.33514276665229015,0.37672164012737086,1
Gujarat,Narmada,1280.0,53955.0,0.10043688767372977,0.3475052062508219,0.38933689901233604,1
Gujarat,Navsari,2757.0,75154.0,0.0,0.3362168357966793,0.3646028363344682,1
Gujarat,Panch Mahals,1402.0,744.0,0.1133130081300813,0.40358164870359997,0.4378817659305464,1
Gujarat,Panchmahals,6279.0,137238.0,0.05211982061436558,0.34479167389146587,0.3608534873988567,1
Gujarat,Patan,8967.0,103508.0,0.036450478129280164,0.33660161233978375,0.3606095430387023,1
Gujarat,Porbandar,2519.0,45608.0,0.07207121056823303,0.3422232976069197,0.37880674531153524,1
Gujarat,Rajkot,17070.0,306311.0,0.05236553989182279,0.33569734430647546,0.36469176075189025,1
Gujarat,Sabar Kantha,2437.0,1260.0,0.08295540438397582,0.3555587748721445,0.3957639764506068,1
Gujarat,Sabarkantha,5115.0,134264.0,0.012646027351287859,0.3436063500743348,0.36039364992566514,1
Gujarat,Surat,25469.0,639181.0,0.040020110608345906,0.34073872303334063,0.3631074308128132,1
Gujarat,Surendra Nagar,6855.0,134470.0,0.031531671091579,0.33770697617824835,0.3614800156916703,1
Gujarat,Surendranagar,1442.0,1440.0,0.08138297872340426,0.35286266757705237,0.40777563029528807,1
Gujarat,Tapi,2212.0,52215.0,0.02290674603174603,0.3493462564924463,0.36732041017422035,1
Gujarat,The Dangs,1328.0,34531.0,0.3407069305447141,0.3808433663375866,0.37525419463802306,1
Gujarat,Vadodara,12284.0,301444.0,0.0,0.32979584556447866,0.34974083397220085,1
Gujarat,Valsad,7448.0,132367.0,0.0117599791512835,0.33318943711538435,0.3624627367976591,1
Haryana,Ambala,3218.0,105998.0,0.11204488764146774,0.34101958204080357,0.3732661322449107,1
Haryana,Bhiwani,3489.0,129905.0,0.06262908540526904,0.34502224117231595,0.3704249132992288,1
Haryana,Charkhi Dadri,858.0,21883.0,0.1630320904141231,0.33447724147552094,0.3896606895589618,1
Haryana,Faridabad,16155.0,279506.0,0.14661357244328826,0.33679014457892203,0.3740532289150538,1
Haryana,Fatehabad,2612.0,111764.0,0.32240421628696797,0.3591639982137239,0.3908360017862761,1
Haryana,Gurgaon,6861.0,190004.0,0.040960500063383344,0.3375713808103657,0.37109003651246897,1
Haryana,Gurugram,2636.0,0.0,0.0,0.0,0.0,0
Haryana,Hisar,5234.0,179073.0,0.1687422665260571,0.3458247140418009,0.3684610002439134,1
Haryana,Jhajjar,2624.0,89023.0,0.08334470959036896,0.34140819487164864,0.3758049198824497,1
Haryana,Jind,3821.0,135281.0,0.5694288404107279,0.364101337628223,0.39253583051336993,2
Haryana,Kaithal,2991.0,119910.0,0.4094956940437899,0.35326405951214546,0.36870903465825816,1
Haryana,Karnal,4048.0,143150.0,0.13512708798779174,0.3542719924972968,0.3776429011197245,1
Haryana,Kurukshetra,2404.0,98701.0,0.2697110905971665,0.34966702581588455,0.3845101893739889,1
Haryana,Mahendragarh,2754.0,77366.0,0.8197665752093385,0.37237371639886385,0.389094173509393,2
Haryana,Mewat,7558.0,134992.0,1.4674364040940848,0.38906906803469066,0.4138865969899399,2
Haryana,Nuh,1506.0,0.0,0.0,0.0,0.0,0
Haryana,Palwal,4703.0,127665.0,1.0439030298259333,0.3854658992698771,0.4222264084224306,2
Haryana,Panchkula,1384.0,71787.0,0.028113176261324407,0.33478782662231726,0.3771463297562836,1
Haryana,Panipat,6088.0,148857.0,0.07232521249141748,0.3366469639200914,0.36375789437950373,1
Haryana,Rewari,2485.0,93763.0,0.0920595453993275,0.33962997068143147,0.3734847834169292,1
Haryana,Rohtak,3413.0,102501.0,0.07125715345434112,0.34251793167397604,0.3729292227975687,1
Haryana,Sirsa,3335.0,152228.0,0.26899491464427167,0.3483576353330953,0.373634065911718,1
Haryana,Sonipat,4619.0,145317.0,0.14412615092212047,0.3483795812641434,0.38036535800711163,1
Haryana,Yamuna Nagar,3396.0,141609.0,0.04400588968977985,0.3462668769410648,0.3727413875217451,1
Himachal Pradesh,Bilaspur,999.0,28666.0,0.0043895747599451305,0.3402913415834803,0.3675275884576719,1
Himachal Pradesh,Chamba,1657.0,53500.0,0.04608068541469365,0.34539011387755225,0.37245220977390003,1
Himachal Pradesh,Hamirpur,1198.0,31139.0,0.014920634920634921,0.3469387755102041,0.37551020408163266,1
Himachal Pradesh,Kangra,3966.0,124040.0,0.0,0.3435409287682015,0.35884002361275086,1
Himachal Pradesh,Kinnaur,163.0,5636.0,0.013953488372093023,0.36955075846378627,0.37463528804784163,1
Himachal Pradesh,Kullu,1239.0,30850.0,0.01445963713525697,0.34833593924503015,0.3748045566227385,1
Himachal Pradesh,Mandi,2514.0,79639.0,0.0,0.3470284616788648,0.35815082118966113,1
Himachal Pradesh,Shimla,1670.0,55469.0,0.0045995670995671,0.34523809523809523,0.3611111111111111,1
Himachal Pradesh,Sirmaur,1584.0,50871.0,0.07233938504798582,0.34583458420755797,0.3818076922152062,1
Himachal Pradesh,Solan,1176.0,42552.0,0.027691416992328844,0.34512471655328797,0.3691609977324263,1
Himachal Pradesh,Una,1247.0,41110.0,0.013793103448275862,0.34,0.368,1
Jammu And Kashmir,Anantnag,3354.0,83135.0,0.18844891101352657,0.35484438313857175,0.3930547765252938,1
Jammu And Kashmir,Badgam,1867.0,26260.0,0.1432336632644534,0.34868838844966704,0.38791875440747586,1
Jammu And Kashmir,Bandipore,1639.0,36267.0,0.36877743037185334,0.36175746272502435,0.3857672897502232,1
Jammu And Kashmir,Baramula,3794.0,98730.0,0.12365346432084434,0.3451572643175319,0.37549050896182035,1
