state,district,total_enrol,total_demo,total_bio,demo_intensity,bio_intensity,enrol_child_share,demo_minor_share,bio_minor_share,child_attention_gap,cluster
Andhra Pradesh,Chittoor,8199.0,169636.0,251438.0,91714444444449.5,176373333333338.7,0.4420382913166223,0.17623774302465287,0.6361590213329276,0.022398066311450013,0
Andhra Pradesh,Cuddapah,5934.0,83667.0,170796.0,27803333333337.9,120105555555560.52,0.4442874064328309,0.11223003897442954,0.6444741145708655,0.05380904120314624,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,665.0,14156.0,7306.0,4698888888895.874,3968888888891.613,0.4342573355974829,0.11234226863679823,0.5526155532900187,-0.11713275498300092,2
Andhra Pradesh,East Godavari,7678.0,156025.0,301850.0,70628888888894.58,211344444444451.4,0.44390677601196366,0.12517784027452,0.6536083410755034,0.045399201287664025,0
Andhra Pradesh,Eluru,629.0,17584.0,8230.0,5372222222231.717,5643333333335.686,0.43401780153112024,0.1095483691764272,0.49923325297786814,-0.13574819681064834,2
Andhra Pradesh,Guntur,9729.0,177221.0,291694.0,94658888888893.19,211826666666671.53,0.4429559999980281,0.12896865923290637,0.6090948131152742,-0.004543673916740648,0
Andhra Pradesh,Hyderabad,4840.0,36206.0,105744.0,7488888888892.017,68231111111115.71,0.4443699232431231,0.06719367342596895,0.2240071378021897,-0.2464485094258457,1
Andhra Pradesh,K.V.Rangareddy,69.0,518.0,773.0,7.796663285933414,44000000010.16612,0.7999999999943006,0.06923087655105312,0.26091255193910523,-0.5789423951534156,4
Andhra Pradesh,Kakinada,969.0,28269.0,11698.0,14738888888895.857,7521111111113.436,0.43271809105681247,0.11853302388171826,0.5766747080419072,-0.13629219985215094,2
Andhra Pradesh,Karim Nagar,82.0,1151.0,1697.0,7.726936026882441,605555555562.8624,0.4444444444420219,0.03165347896956303,0.23699989591061885,-0.24228213776628482,2
Andhra Pradesh,Karimnagar,659.0,10331.0,17127.0,954444444452.9143,8098888888896.736,0.44444444444411385,0.05360694421589983,0.25523110352328415,-0.23446707639485892,2
Andhra Pradesh,Khammam,1133.0,32368.0,40958.0,5992222222236.775,24393333333342.55,0.4444444444442437,0.078039806739068,0.3747231336714713,-0.15829761587053118,2
Andhra Pradesh,Krishna,6737.0,111849.0,233247.0,43872222222227.22,166207777777783.62,0.4422837358066292,0.12310087937172261,0.6063363339586053,0.025410685238863806,0
Andhra Pradesh,Kurnool,11770.0,177645.0,350633.0,107068888888892.11,259921111111115.72,0.44353534324990046,0.1671555301542992,0.6557011732864741,0.04970304027034295,0
Andhra Pradesh,Mahabub Nagar,1511.0,12813.0,13852.0,233333333338.66788,1614444444449.1172,0.44444444444427966,0.028210420235215663,0.13793157535552372,-0.31049317664555115,2
Andhra Pradesh,Mahbubnagar,722.0,9897.0,14739.0,1446666666673.5635,6832222222228.908,0.4444444444441322,0.06891963254432239,0.21442413741774347,-0.24934092705628894,2
Andhra Pradesh,Medak,1406.0,12963.0,22445.0,1780000000004.6987,10683333333338.16,0.44424242424227006,0.07315518227021552,0.27646827522559353,-0.20768358271315035,2
Andhra Pradesh,N. T. R,933.0,38070.0,13559.0,21111111111120.53,9775555555557.945,0.42397385178237207,0.11330955174786836,0.49460571933389297,-0.17119846515839127,2
Andhra Pradesh,Nalgonda,1167.0,29844.0,32653.0,2651111111125.1357,14602222222231.71,0.4444444444442459,0.029763894776377284,0.17573220859352287,-0.30480404220942087,2
Andhra Pradesh,Nandyal,905.0,27385.0,10640.0,18800000000005.3,6884444444446.696,0.4416016315055702,0.16705278825121633,0.5662675928895037,-0.14411754309641883,2
Andhra Pradesh,Nellore,5367.0,68123.0,158477.0,18954444444448.883,114066666666671.66,0.4443189660580615,0.05903787034710311,0.5855631044556437,0.025347885093547226,1
Andhra Pradesh,Nizamabad,524.0,5541.0,10979.0,587777777784.0051,5520000000006.894,0.4444444444439914,0.06894840096945419,0.3079392031680157,-0.18509754671972153,2
Andhra Pradesh,Palnadu,860.0,25495.0,10053.0,15924444444450.379,7301111111113.033,0.4323313821851283,0.1352880150437266,0.5663685357386833,-0.13288036276655232,2
Andhra Pradesh,Parvathipuram Manyam,508.0,9391.0,10630.0,3596666666672.662,8036666666669.918,0.43777509450557095,0.14489985378479034,0.4498847982522963,-0.10046817434024895,2
Andhra Pradesh,Prakasam,7623.0,120498.0,212299.0,41343333333339.36,135700000000013.61,0.5365053348810033,0.12264745209089153,0.605813853340252,-0.07486853360413952,0
Andhra Pradesh,Rangareddi,1884.0,22265.0,54595.0,3914444444449.592,34457777777784.08,0.4444444444443411,0.08675951175558222,0.24632081168406397,-0.22495559291592843,2
Andhra Pradesh,Spsr Nellore,2183.0,0.0,0.0,0.0,0.0,0.8331201016905799,0.0,0.0,-0.8331201016905799,4
Andhra Pradesh,Sri Potti Sriramulu Nellore,1614.0,22065.0,10135.0,8970000000004.555,6493333333334.688,0.359043028122887,0.10813115852649198,0.6120601074543062,-0.011652437045934315,2
Andhra Pradesh,Sri Sathya Sai,938.0,22107.0,10415.0,9973333333339.707,7020000000001.997,0.43563126982924794,0.1903145337829971,0.5198313969044962,-0.12094110190878318,2
Andhra Pradesh,Srikakulam,4300.0,135699.0,192607.0,79256666666673.73,144445555555562.62,0.44364075104864004,0.1883009274600278,0.6047475423284251,0.0031005820030646104,0
Andhra Pradesh,Tirupati,1719.0,33230.0,10398.0,18916666666671.17,6997777777779.005,0.38838335293197446,0.1297866108991198,0.5253535446928406,-0.11968924015690632,2
Andhra Pradesh,Visakhapatanam,226.0,0.0,0.0,0.0,0.0,0.9469026548668377,0.0,0.0,-0.9469026548668377,4
Andhra Pradesh,Visakhapatnam,8178.0,157193.0,311303.0,83470000000004.56,233028888888894.62,0.4428913358239342,0.13366819140113137,0.6021492432252693,0.008919582855355261,0
Andhra Pradesh,Vizianagaram,3856.0,78887.0,159998.0,36930000000005.625,113936666666673.9,0.44416648688899074,0.12400039432399877,0.5978137239318623,0.02159964736872433,0
Andhra Pradesh,Warangal,1059.0,34766.0,51758.0,7661111111126.072,30452222222234.17,0.44444444444424497,0.057228532398550004,0.2664477134064646,-0.22834136481780984,2
Andhra Pradesh,West Godavari,5935.0,126806.0,220414.0,60204444444450.19,157228888888895.38,0.442562026685808,0.1188932056421203,0.6110527643314527,0.0013163534038494646,0
Andhra Pradesh,Y. S. R,823.0,28186.0,8608.0,16963333333340.617,5633333333335.3955,0.42622979645683173,0.1488342914528837,0.5769262145008317,-0.16977645086591903,2
Arunachal Pradesh,Changlang,803.0,5659.0,8183.0,1325555555558.5767,4266666666670.6494,0.4359853683631414,0.0670937637302722,0.6390905619676377,0.05257177787516057,2
Arunachal Pradesh,East Kameng,181.0,1422.0,4297.0,3.458522471670723,2528888888894.056,0.4090909090898008,0.09994885008769687,0.6221770323113769,0.127629550945325,2
Arunachal Pradesh,East Siang,168.0,2503.0,3321.0,188888888896.40515,1593333333340.294,0.4403292181056403,0.08887926125984705,0.6363273612688473,0.039923550547528636,2
Arunachal Pradesh,Kra Daadi,81.0,514.0,1240.0,145555555558.09888,1010000000002.2092,0.4166666666640795,0.15702052778555647,0.6034869279712513,0.08822299293027247,2
Arunachal Pradesh,Kurung Kumey,75.0,335.0,3390.0,2.5053814497910682,2704444444452.531,0.3950617283910107,0.13830814873507602,0.4707083567404787,0.03202326446683813,2
Arunachal Pradesh,Lohit,166.0,1866.0,3891.0,293333333337.7535,2391111111115.885,0.4406130268188195,0.06457590860703394,0.4577017154360734,-0.09275328166089228,2
Arunachal Pradesh,Longding,897.0,1485.0,2599.0,366666666669.77716,1402222222224.886,0.541120743114404,0.10424244144305453,0.6183981683951121,-0.058404265434404946,2
Arunachal Pradesh,Lower Dibang Valley,109.0,1157.0,2248.0,316666666670.62366,1213333333338.9138,0.43478260869381513,0.09270035112661205,0.5857716153534485,0.035213888951679956,2
Arunachal Pradesh,Lower Subansiri,105.0,1521.0,2680.0,356666666672.3449,1857777777782.7021,0.44444444444227993,0.07305776923506437,0.5634232564816544,-0.02626653646686424,2
Arunachal Pradesh,Namsai,150.0,2135.0,6003.0,670000000004.8146,4034444444453.3984,0.44135802469003454,0.058829842193342356,0.5519938448480726,0.0018869909652943957,2
Arunachal Pradesh,Papum Pare,447.0,4922.0,9259.0,1637777777781.857,6260000000004.088,0.4396961063622944,0.09136020925418566,0.5246727567865254,-0.03345262612900695,2
Arunachal Pradesh,Siang,103.0,777.0,1309.0,204444444454.97897,802222222234.2411,0.40740740740034365,0.12656585482663676,0.6576812225153282,0.10707240320784228,2
Arunachal Pradesh,Tawang,154.0,951.0,2464.0,160000000002.89102,1146666666672.26,0.42116013071757397,0.12155454173798047,0.7010133071579223,0.1601284211767523,2
Arunachal Pradesh,Tirap,99.0,990.0,1893.0,281111111115.47327,893333333338.4167,0.4412698412675976,0.05372511757449735,0.66975907365082,0.06220663635235393,2
Arunachal Pradesh,Upper Subansiri,143.0,1549.0,4166.0,751111111114.0259,2984444444449.4995,0.40382317801547357,0.1405650655492472,0.6009350594603935,0.11391881195649169,2
Arunachal Pradesh,West Kameng,278.0,1859.0,6172.0,156666666671.53107,3365555555564.948,0.5239054485870462,0.10958120307788781,0.477824941038176,-0.12902003603472695,2
Arunachal Pradesh,West Siang,192.0,3552.0,4646.0,1406666666672.1982,2368888888895.1875,0.4393939393928566,0.08704804481322588,0.67526670086553,0.06538049800290385,2
Assam,Baksa,3699.0,17012.0,17455.0,16.862602414206904,13.337595857583638,0.8448854793222587,0.043849999471016025,0.6536907846681587,-0.3822073426233634,3
Assam,Barpeta,14383.0,59142.0,95421.0,19.47537918830562,34.06263121458226,0.9390363588442797,0.05815559430309926,0.6953628711555431,-0.424848372576859,3
Assam,Biswanath,1329.0,11025.0,9548.0,3287777777781.4355,3681111111113.9707,0.5244536517846526,0.041515059108155145,0.638551433415896,-0.09094032041217986,2
Assam,Bongaigaon,3175.0,39124.0,36608.0,19.687082768189406,19.1100161876098,0.8782489610716365,0.06675250494322764,0.6659590786227154,-0.46326298665835786,3
Assam,Cachar,17514.0,58019.0,66145.0,12482222222225.16,11534444444447.81,0.7023786042184753,0.05822449115917713,0.6150960164435584,-0.2725606495007615,3
Assam,Charaideo,1189.0,9913.0,8293.0,2331111111115.5796,3336666666670.4253,0.5692332071632654,0.04239081209992404,0.7127761869453153,-0.0945242599599089,2
Assam,Chirang,3348.0,13397.0,27087.0,7.67315357953056,6258888888899.299,0.7022820127550335,0.048934782582976274,0.665425525597045,-0.17517124577364956,3
Assam,Darrang,7595.0,28319.0,26265.0,7200000000001.885,1783333333339.085,0.7225034460557775,0.0621320500366995,0.5977205693295995,-0.2928998984963587,3
Assam,Dhemaji,6901.0,22349.0,20730.0,10.986178380013914,6.450304308314366,0.8106272803969733,0.04781616993336376,0.6079754132294788,-0.38721029361057613,3
Assam,Dhubri,12646.0,80799.0,59475.0,7.8583283762744065,4374444444450.393,0.8418754507931134,0.07040396317244055,0.6607431627077687,-0.43755767342180635,3
Assam,Dibrugarh,7062.0,26519.0,26735.0,21.502895364804825,15.537297485193932,0.755481500018808,0.03915202526873377,0.5709543640615136,-0.38646384810543305,3
Assam,Dima Hasao,250.0,280.0,25.0,10.461538461248445,0.8810541310310471,0.8980819931412536,0.029024943310615253,0.27698412697908803,-0.8467810079334496,4
Assam,Goalpara,9898.0,40567.0,27624.0,8032222222225.29,1610000000005.1782,0.7880593759390138,0.07053632235129141,0.6099158400586633,-0.39418705910839896,3
Assam,Golaghat,11505.0,27924.0,20154.0,10003333333335.902,1564444444446.5771,0.7550834711277065,0.03985928315471124,0.5909883789465761,-0.3663586489767123,3
Assam,Hailakandi,5578.0,21302.0,21123.0,2258888888891.4307,5501111111113.409,0.6173478416249296,0.06944296735824552,0.6367711100689052,-0.16615834220291742,2
Assam,Hojai,7050.0,25308.0,29002.0,7.859753283057155,2312222222229.462,0.8492514402639946,0.0617519114369247,0.5175182232222887,-0.4870225830495704,3
Assam,Jorhat,4887.0,19788.0,16279.0,6167777777780.241,1597777777784.489,0.7303955892486842,0.03553543839929922,0.647495264934027,-0.30358040753987775,3
Assam,Kamrup,13666.0,44584.0,43252.0,16.19267433956916,13.332875332131183,0.8969146565736053,0.050348124463725365,0.6676714831333143,-0.45902198308215186,3
Assam,Kamrup Metro,6046.0,26191.0,26762.0,6554444444447.046,3845555555561.5635,0.6825114255810819,0.05022208182716196,0.5357433643779481,-0.3070184237592502,3
Assam,Karbi Anglong,8107.0,31121.0,39206.0,7630000000002.948,8662222222225.929,0.5764781708059545,0.04567586232693178,0.6260861142874228,-0.11235108971642863,1
Assam,Karimganj,14833.0,41414.0,35646.0,6601111111113.206,2024444444447.039,0.8257537896895077,0.05552222659837688,0.639566596443675,-0.3841826023834915,3
Assam,Kokrajhar,4609.0,22669.0,28859.0,5.28934793192022,6.8832484411567245,0.885042529709525,0.06633886239981619,0.6176854830771364,-0.4568894301838693,3
Assam,Lakhimpur,7199.0,35412.0,29772.0,14.167455644793131,6.758211438873433,0.8642244753607565,0.04787968792186538,0.5659142167528866,-0.4620410306279052,3
Assam,Majuli,515.0,3281.0,3382.0,693333333338.1796,1774444444447.2073,0.5497354497345799,0.05130324996558404,0.6267939460829591,-0.1133769875303768,2
Assam,Marigaon,10487.0,43810.0,33936.0,5.069861070115743,4.094071737988205,0.8894311307502628,0.06736001937203315,0.5597977805262304,-0.507125489228081,3
Assam,Nagaon,12873.0,97377.0,117879.0,39.93209475356858,9141111111139.283,0.7793113846470419,0.05074932704997149,0.3778514086164113,-0.5005702345621263,3
Assam,Nalbari,3881.0,20961.0,20251.0,5741111111113.574,5224444444447.881,0.5912489884869141,0.054778464750991934,0.6937621410406078,-0.10708448831894535,2
Assam,North Cachar Hills,1058.0,3599.0,4024.0,802222222224.6674,993333333336.0317,0.6032816712128044,0.046155030854032164,0.6431251002862699,-0.14142328137813792,2
Assam,Sibsagar,2737.0,13070.0,11380.0,1784444444448.2285,4277777777780.607,0.5169101006032831,0.04450680079734507,0.7123771098415008,-0.041436368430433,2
Assam,Sivasagar,422.0,0.0,0.0,0.0,0.0,0.7986111111104586,0.0,0.0,-0.7986111111104586,4
Assam,Sonitpur,9197.0,43576.0,30117.0,16.641031240986525,8.824567394639471,0.8180816092941571,0.039660314638315514,0.5781272613049417,-0.4389437915032227,3
Assam,South Salmara Mankachar,1472.0,21047.0,4848.0,9533333333339.484,1753333333334.8801,0.5391865668824212,0.03919209182722711,0.60768446971071,-0.2295308565913311,2
Assam,Sribhumi,169.0,5087.0,357.0,35.071495781853336,2.425815321379072,0.9530711825461757,0.03801355239558192,0.12733976897343954,-0.9083684064972313,4
Assam,Tamulpur District,55.0,1268.0,70.0,25.446983408534393,1.314253393654946,0.9999999999924397,0.04431585048082638,0.2392191142176997,-0.9442553266566042,4
Assam,Tinsukia,8384.0,35249.0,19249.0,5.808909647107132,2364444444446.7285,0.7191254774746404,0.031178126094018568,0.615362474035838,-0.3445702745327162,3
Assam,Udalguri,4565.0,19780.0,22348.0,9.063372771489442,3483333333340.025,0.6599175867191572,0.03880166978132585,0.5838534461106404,-0.24362034863322307,3
Assam,West Karbi Anglong,1884.0,1451.0,3392.0,462222222223.5657,261111111114.27112,0.568749760987734,0.052147403400782597,0.33376086185303466,-0.27791401145956884,2
Bihar,Araria,15579.0,155315.0,155444.0,39423333333337.39,82574444444453.88,0.6562751904327375,0.03226363374989957,0.44510168573435904,-0.3413704033470422,0
Bihar,Arwal,3866.0,27770.0,30704.0,7243333333336.431,14226666666670.87,0.6567811958325469,0.046399771166844156,0.3947011222898115,-0.35851171909924673,3
Bihar,Aurangabad,10170.0,105840.0,96430.0,29428888888892.414,68390000000001.59,0.4407409726341925,0.05692940119823169,0.48158043121587635,-0.09320058289181836,1
Bihar,Aurangabad(Bh),113.0,694.0,232.0,6.349613927714064,2.191338869455101,0.9999999999961914,0.03748866584694425,0.14948931363723378,-0.9354446121133682,4
Bihar,Banka,11074.0,98120.0,98227.0,28281111111114.445,51702222222227.48,0.6581647319355282,0.042087639119213816,0.49087929509770034,-0.3114722748200148,1
Bihar,Begusarai,13209.0,132990.0,147208.0,35647777777781.33,91160000000004.2,0.551907565317492,0.05521606614041799,0.48334547545773027,-0.2010885361600731,0
Bihar,Bhagalpur,21062.0,155026.0,148314.0,70.62462780820516,48.40333031585102,0.955470295961913,0.07214995333577494,0.4758521662809143,-0.621106757530907,3
Bihar,Bhojpur,13357.0,142341.0,96996.0,35572222222226.06,57581111111113.95,0.550507641155876,0.04663806086213849,0.4152343297406228,-0.2620047115795371,1
Bihar,Buxar,7240.0,73902.0,57028.0,22235555555559.08,41262222222223.56,0.4402896457165955,0.053731241423353344,0.43402848037574987,-0.1325060794638411,1
Bihar,Darbhanga,15765.0,153928.0,210380.0,37421111111114.78,128836666666674.14,0.5512446941508683,0.05439464712616647,0.4342654720239066,-0.2234600912229722,0
Bihar,East Champaran,29323.0,248028.0,212134.0,56894444444448.75,88968888888892.1,0.6475421483697624,0.04063448476256472,0.446905055738138,-0.33263681277635154,0
Bihar,Gaya,27401.0,195174.0,185172.0,61946666666670.03,41918888888894.98,0.8726746953530796,0.05831700197827256,0.45336421162837603,-0.5347250570014859,3
Bihar,Gopalganj,15148.0,105867.0,103484.0,27597777777781.64,33390000000004.543,0.7660012926658399,0.041553320432342326,0.44027393480379234,-0.45288499293598833,3
Bihar,Jamui,10382.0,66920.0,82157.0,18532222222225.383,23764444444450.477,0.7643250785142791,0.04583666732335532,0.5423830729324088,-0.36892055366639226,3
Bihar,Jehanabad,4883.0,46361.0,37430.0,10984444444448.305,15486666666671.59,0.6408528217648192,0.05615183521205239,0.4201085817645958,-0.33063430416294753,3
Bihar,Kaimur (Bhabua),7825.0,67018.0,78157.0,10638888888894.182,15476666666676.592,0.8762473133163149,0.04671413568654649,0.4778999362097927,-0.5273492715480396,3
Bihar,Katihar,16350.0,180294.0,217280.0,51027777777781.94,106877777777787.7,0.6582485392265036,0.0487039458989266,0.4348514990855184,-0.3444493973068128,0
Bihar,Khagaria,8196.0,75624.0,79904.0,15731111111114.383,58162222222223.77,0.44076688097923894,0.05571341958738477,0.479247805260752,-0.09206899457555077,1
Bihar,Kishanganj,8764.0,145141.0,141279.0,36390000000005.49,87982222222225.94,0.44298915209986617,0.03572681890829915,0.3917366072324251,-0.16277062250114513,1
Bihar,Lakhisarai,6155.0,48883.0,49497.0,9661111111115.967,23342222222225.547,0.6585989233958351,0.04748846421936069,0.45046072978257407,-0.33381998153843856,3
Bihar,Madhepura,9027.0,91861.0,117237.0,21035555555559.164,85293333333335.34,0.44255203948423194,0.04005840706554094,0.4294647290200761,-0.11803714401822113,1
Bihar,Madhubani,25930.0,181691.0,238135.0,18.52918774338768,23.818549851450918,0.9500146687330461,0.04158095015514186,0.45460069866354097,-0.6176040471090775,3
Bihar,Munger,6087.0,55947.0,50471.0,15950000000004.146,14767777777783.861,0.7613553900809623,0.04186316237076382,0.42548450744056665,-0.45970554153620846,3
Bihar,Muzaffarpur,28855.0,206917.0,208544.0,75.39821738222973,54.22901440926325,0.9632002145170416,0.04225252547804052,0.43426521317300154,-0.6481592351763362,3
Bihar,Nalanda,14575.0,153043.0,117402.0,26526666666671.613,55348888888892.35,0.6593778233872937,0.05101290234144746,0.43297912278483985,-0.3540905224005016,3
Bihar,Nawada,15413.0,86518.0,86245.0,19841111111113.863,52896666666668.22,0.5459884727860028,0.04571652685615061,0.44498195010527464,-0.2242297672539403,1
Bihar,Pashchim Champaran,16359.0,1120.0,353.0,7.250016468992288,51250000002.13281,0.853493089381569,0.01013427486917556,0.08403746854753356,-0.8018902304647603,3
Bihar,Patna,24644.0,243772.0,209014.0,70.11594500916367,54.131407023553265,0.9467563253152318,0.04830802752114217,0.4380500263946385,-0.6336125592322273,3
Bihar,Purba Champaran,127.0,934.0,264.0,7.928490553800965,2.4002167442971025,0.999999999996592,0.020149447570416232,0.10850563909755154,-0.9616386218502639,4
Bihar,Purbi Champaran,14871.0,0.0,0.0,0.0,0.0,0.9300687779660578,0.0,0.0,-0.9300687779660578,3
Bihar,Purnea,257.0,2806.0,4954.0,5.081565894294622,3343333333337.052,0.4444444444436481,0.016631793828291715,0.20287329174273244,-0.26713851053224835,2
Bihar,Purnia,20100.0,143374.0,228551.0,31453333333336.77,60945555555567.22,0.7662957038739115,0.036500014448120024,0.4387938652295343,-0.4256274818431045,3
Bihar,Rohtas,7939.0,117745.0,111710.0,24130000000005.45,78390000000002.38,0.43934238145422433,0.04966826654294157,0.44343367134368683,-0.12033969905765048,1
Bihar,Saharsa,13063.0,81177.0,119866.0,22567777777780.348,42421111111117.96,0.7634672743935936,0.04633148408489861,0.3491617247411208,-0.4844681491872432,3
Bihar,Samastipur,19207.0,202292.0,200165.0,54185555555559.266,125361111111115.28,0.5511613514692599,0.04276755086952842,0.45603333495348164,-0.2256771801147726,0
Bihar,Samstipur,82.0,448.0,195.0,7.352634803855619,3.421568627418844,0.9999999999935356,0.023745969052882024,0.06243359171639271,-0.9645298041641135,4
Bihar,Saran,24218.0,169845.0,148503.0,49746666666669.47,41683333333343.86,0.7667082428156368,0.048517375123128155,0.4233414100227526,-0.46273074241710155,3
Bihar,Sheikhpura,3199.0,28088.0,40423.0,6161111111114.346,26507777777780.348,0.44126189382114234,0.048895866322767635,0.4173671599318686,-0.1252315304874006,1
Bihar,Sheohar,3262.0,31480.0,32682.0,9527777777780.885,23261111111112.67,0.44299855111646075,0.04430423081971497,0.3939491448018308,-0.15509052424766726,1
Bihar,Sitamarhi,42232.0,169848.0,182000.0,7.0370589006617505,5.95005028020786,0.9296891836954928,0.04976045529521775,0.4613085107328594,-0.6098192922230173,3
Bihar,Siwan,15311.0,123722.0,125804.0,32578888888892.23,37616666666676.73,0.765976729971531,0.046689563191559626,0.41721888801671964,-0.45858682227243786,3
Bihar,Supaul,10411.0,106911.0,112370.0,34423333333336.633,81791111111112.86,0.43783607184528134,0.0347712516145269,0.41058986253185054,-0.14420100014787174,1
Bihar,Vaishali,18007.0,155594.0,168160.0,47410000000002.984,91823333333341.33,0.552159930614787,0.044416543625411066,0.4250207279536737,-0.2454794380689813,0
Bihar,West Champaran,30438.0,233389.0,166817.0,52268888888893.34,69753333333335.664,0.649263564286153,0.04145235227053641,0.446581065853295,-0.34042898570587,0
Chandigarh,Chandigarh,2720.0,83336.0,74462.0,46227777777796.68,56414444444454.72,0.5417073992752992,0.1413499066585463,0.5472689275323609,-0.21993600008553985,1
Chhattisgarh,Balod,1678.0,59734.0,81215.0,35400000000007.57,50401111111121.19,0.44350498666919036,0.10038320824939184,0.2942256861875032,-0.2335859021983437,1
Chhattisgarh,Baloda Bazar,4944.0,116270.0,140747.0,51554444444452.3,68776666666677.14,0.5506893035716266,0.06687008548299898,0.35336235151412715,-0.33577162842182073,0
Chhattisgarh,Balrampur,6190.0,60301.0,52243.0,27484444444448.098,21878888888892.547,0.5514874728877484,0.04965269675361783,0.34465708312959076,-0.3409678827277347,1
Chhattisgarh,Bastar,6608.0,79431.0,94384.0,32292222222225.652,54932222222225.16,0.4439566529452316,0.11155960977083483,0.26758680423877934,-0.2545275290722183,1
Chhattisgarh,Bemetara,2771.0,58693.0,111710.0,29293333333338.656,70955555555563.62,0.442713185184329,0.05492044065771487,0.2720697674278425,-0.24015924340277442,1
Chhattisgarh,Bijapur,6724.0,13047.0,27884.0,3.767429965956481,5.68993888727522,0.774854527339802,0.052320523249648976,0.38129710492338525,-0.47254221197416346,3
Chhattisgarh,Bilaspur,8941.0,153341.0,195037.0,64358888888895.555,87681111111119.4,0.5542217533377766,0.07318186824974826,0.31794094929722605,-0.3424247712512358,0
Chhattisgarh,Dakshin Bastar Dantewada,1224.0,5896.0,27211.0,1261111111113.2139,17590000000005.709,0.4259302088669399,0.12672800836548906,0.30685295808686563,-0.13910317136950376,2
Chhattisgarh,Dantewada,710.0,2398.0,18928.0,450000000001.6796,12495555555563.396,0.4444444444439745,0.16223074245343622,0.30630732867277755,-0.1451038032587998,2
Chhattisgarh,Dhamtari,1968.0,44713.0,90278.0,23425555555561.203,55510000000010.02,0.44379961812873503,0.05500922394567466,0.2735421918729411,-0.23741066246231446,1
Chhattisgarh,Durg,4095.0,77149.0,179851.0,28601111111119.957,57920000000022.25,0.6577582849724899,0.12340424668158247,0.37833019492164155,-0.356297285252413,1
Chhattisgarh,Gariyaband,1542.0,27599.0,52088.0,5760000000006.948,28330000000008.715,0.44274324558390155,0.026504214090532954,0.2643728718714956,-0.25306251462251367,2
Chhattisgarh,Gaurela-Pendra-Marwahi,140.0,3425.0,2289.0,946666666676.9601,1827777777780.3096,0.42630692893716005,0.06970664688986969,0.34839911079230657,-0.23666685520518518,2
Chhattisgarh,Gaurella Pendra Marwahi,983.0,0.0,0.0,0.0,0.0,0.9275748271140436,0.0,0.0,-0.9275748271140436,4
Chhattisgarh,Janjgir-Champa,4639.0,112160.0,180654.0,59666666666672.95,112158888888897.44,0.44437512996460893,0.0702500979484712,0.27411113913458696,-0.2517779321936564,0
Chhattisgarh,Jashpur,2543.0,71023.0,74603.0,36673333333339.97,42038888888895.29,0.4441773504272764,0.13125424972239888,0.3577868828843411,-0.20314030846831063,1
Chhattisgarh,Kabeerdham,955.0,27101.0,32517.0,18120000000005.12,16596666666675.445,0.4431111111109203,0.1023319777194837,0.42884789293200626,-0.15240305426333567,2
