year,month,state,district,age_0_5,age_5_17,age_18_greater,total_enrol,enrol_share_0_5,enrol_share_5_17,enrol_share_18_plus,enrol_child_share,demo_age_5_17,demo_age_17_,total_demo,demo_minor_share,bio_age_5_17,bio_age_17_,total_bio,bio_minor_share,total_updates,demo_intensity,bio_intensity,total_intensity,demo_intensity_5_17,bio_intensity_5_17,demo_intensity_adult,bio_intensity_adult,child_share_enrol,child_share_updates,child_attention_gap,adult_share_enrol,adult_share_updates,adult_attention_gap,interaction_category
2025,3,Andhra Pradesh,Annamayya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,3272.0,3798.0,0.13849394418114433,235.0,270.0,505.0,0.4653465346533732,4303.0,37980000000000.0,5050000000000.0,43030000000000.0,5260000000000.0,2350000000000.0,32720000000000.0,2700000000000.0,0.0,0.17685335812223618,0.17685335812223618,0.0,0.8231466418777406,0.8231466418777406,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Bapatla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,1653.0,1885.0,0.12307692307691655,114.0,131.0,245.0,0.4653061224487897,2130.0,18850000000000.0,2450000000000.0,21300000000000.0,2320000000000.0,1140000000000.0,16530000000000.0,1310000000000.0,0.0,0.16244131455398297,0.16244131455398297,0.0,0.83755868544597,0.83755868544597,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Chittoor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4070.0,38298.0,42368.0,0.09606306646525657,18773.0,9414.0,28187.0,0.6660162486252504,70555.0,423680000000000.0,281870000000000.0,705550000000000.0,40700000000000.0,187730000000000.0,382980000000000.0,94140000000000.0,0.0,0.3237616044220816,0.3237616044220816,0.0,0.676238395577917,0.676238395577917,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Cuddapah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786.0,16961.0,18747.0,0.09526857630554172,11599.0,5222.0,16821.0,0.6895547232625844,35568.0,187470000000000.0,168210000000000.0,355680000000000.0,17860000000000.0,115990000000000.0,169610000000000.0,52220000000000.0,0.0,0.37632141250562196,0.37632141250562196,0.0,0.6236785874943752,0.6236785874943752,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,2136.0,2376.0,0.10101010101009676,116.0,181.0,297.0,0.39057239057225906,2673.0,23760000000000.0,2970000000000.0,26730000000000.0,2400000000000.0,1160000000000.0,21360000000000.0,1810000000000.0,0.0,0.1331836887392393,0.1331836887392393,0.0,0.8668163112607232,0.8668163112607232,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,East Godavari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3391.0,37620.0,41011.0,0.08268513325693086,18286.0,11512.0,29798.0,0.6136653466675596,70809.0,410110000000000.0,297980000000000.0,708090000000000.0,33910000000000.0,182860000000000.0,376200000000000.0,115120000000000.0,0.0,0.3061334011213259,0.3061334011213259,0.0,0.6938665988786726,0.6938665988786726,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Eluru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,2536.0,2819.0,0.10039020929407234,171.0,308.0,479.0,0.3569937369519088,3298.0,28190000000000.0,4790000000000.0,32980000000000.0,2830000000000.0,1710000000000.0,25360000000000.0,3080000000000.0,0.0,0.13765918738629054,0.13765918738629054,0.0,0.8623408126136791,0.8623408126136791,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Guntur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060.0,40302.0,43362.0,0.07056870070568684,19655.0,11604.0,31259.0,0.628778911673436,74621.0,433620000000000.0,312590000000000.0,746210000000000.0,30600000000000.0,196550000000000.0,403020000000000.0,116040000000000.0,0.0,0.30440492622720106,0.30440492622720106,0.0,0.6955950737727976,0.6955950737727976,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Hyderabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,6045.0,6740.0,0.10311572700296583,2070.0,9936.0,12006.0,0.17241379310344684,18746.0,67400000000000.0,120060000000000.0,187460000000000.0,6950000000000.0,20700000000000.0,60450000000000.0,99360000000000.0,0.0,0.14749813293502537,0.14749813293502537,0.0,0.8525018670649694,0.8525018670649694,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,K.V. Rangareddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,17.0,0.6470588235256056,17.0,0.0,170000000000.0,170000000000.0,0.0,110000000000.0,0.0,60000000000.0,0.0,0.6470588235256056,0.6470588235256056,0.0,0.35294117646851214,0.35294117646851214,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Kakinada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,4748.0,5386.0,0.11845525436316155,203.0,317.0,520.0,0.3903846153845403,5906.0,53860000000000.0,5200000000000.0,59060000000000.0,6380000000000.0,2030000000000.0,47480000000000.0,3170000000000.0,0.0,0.14239756180155533,0.14239756180155533,0.0,0.8576024381984277,0.8576024381984277,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Karim Nagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,117.0,143.0,0.18181818181805467,143.0,0.0,1430000000000.0,1430000000000.0,0.0,260000000000.0,0.0,1170000000000.0,0.0,0.18181818181805467,0.18181818181805467,0.0,0.8181818181812461,0.8181818181812461,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Karimnagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,766.0,859.0,0.10826542491267656,269.0,1150.0,1419.0,0.18957011980266458,2278.0,8590000000000.0,14190000000000.0,22780000000000.0,930000000000.0,2690000000000.0,7660000000000.0,11500000000000.0,0.0,0.1589113257243126,0.1589113257243126,0.0,0.8410886742756435,0.8410886742756435,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Khammam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,4962.0,5393.0,0.07991841275727647,1070.0,2855.0,3925.0,0.2726114649681459,9318.0,53930000000000.0,39250000000000.0,93180000000000.0,4310000000000.0,10700000000000.0,49620000000000.0,28550000000000.0,0.0,0.1610860699720953,0.1610860699720953,0.0,0.8389139300278939,0.8389139300278939,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Krishna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.0,21831.0,23542.0,0.07267861693993682,16816.0,9887.0,26703.0,0.6297419765569389,50245.0,235420000000000.0,267030000000000.0,502450000000000.0,17110000000000.0,168160000000000.0,218310000000000.0,98870000000000.0,0.0,0.36873320728430614,0.36873320728430614,0.0,0.6312667927156919,0.6312667927156919,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Kurnool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,31715.0,35365.0,0.10320938781280897,27662.0,10576.0,38238.0,0.7234164966786947,73603.0,353650000000000.0,382380000000000.0,736030000000000.0,36500000000000.0,276620000000000.0,317150000000000.0,105760000000000.0,0.0,0.42541744222382183,0.42541744222382183,0.0,0.5745825577761768,0.5745825577761768,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Mahabub Nagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,184.0,210.0,0.12380952380946486,45.0,269.0,314.0,0.1433121019107824,524.0,2100000000000.0,3140000000000.0,5240000000000.0,260000000000.0,450000000000.0,1840000000000.0,2690000000000.0,0.0,0.135496183206081,0.135496183206081,0.0,0.8645038167937281,0.8645038167937281,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Mahbubnagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,1133.0,1302.0,0.12980030721965208,274.0,1114.0,1388.0,0.19740634005762267,2690.0,13020000000000.0,13880000000000.0,26900000000000.0,1690000000000.0,2740000000000.0,11330000000000.0,11140000000000.0,0.0,0.16468401486988235,0.16468401486988235,0.0,0.8353159851300804,0.8353159851300804,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Medak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1387.0,1602.0,0.1342072409488056,421.0,1488.0,1909.0,0.22053431115766262,3511.0,16020000000000.0,19090000000000.0,35110000000000.0,2150000000000.0,4210000000000.0,13870000000000.0,14880000000000.0,0.0,0.18114497294217655,0.18114497294217655,0.0,0.818855027057795,0.818855027057795,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,N. T. R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,6936.0,7711.0,0.10050577097652573,380.0,740.0,1120.0,0.339285714285684,8831.0,77110000000000.0,11200000000000.0,88310000000000.0,7750000000000.0,3800000000000.0,69360000000000.0,7400000000000.0,0.0,0.1307892650888899,0.1307892650888899,0.0,0.8692107349110988,0.8692107349110988,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Nalgonda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,2240.0,2386.0,0.06119027661357665,292.0,1601.0,1893.0,0.15425250924457717,4279.0,23860000000000.0,18930000000000.0,42790000000000.0,1460000000000.0,2920000000000.0,22400000000000.0,16010000000000.0,0.0,0.10236036457115909,0.10236036457115909,0.0,0.8976396354288175,0.8976396354288175,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Nandyal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,2135.0,2474.0,0.13702506063055225,283.0,280.0,563.0,0.5026642984013316,3037.0,24740000000000.0,5630000000000.0,30370000000000.0,3390000000000.0,2830000000000.0,21350000000000.0,2800000000000.0,0.0,0.2048073756996969,0.2048073756996969,0.0,0.7951926243002702,0.7951926243002702,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Nellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,16115.0,17059.0,0.05533735857904886,5113.0,6240.0,11353.0,0.45036554214744606,28412.0,170590000000000.0,113530000000000.0,284120000000000.0,9440000000000.0,51130000000000.0,161150000000000.0,62400000000000.0,0.0,0.2131845699000415,0.2131845699000415,0.0,0.786815430099955,0.786815430099955,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Nizamabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,476.0,529.0,0.10018903591680525,233.0,677.0,910.0,0.2560439560439279,1439.0,5290000000000.0,9100000000000.0,14390000000000.0,530000000000.0,2330000000000.0,4760000000000.0,6770000000000.0,0.0,0.19874913134119535,0.19874913134119535,0.0,0.8012508686587351,0.8012508686587351,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Palnadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,2765.0,3088.0,0.10459844559585153,293.0,311.0,604.0,0.485099337748264,3692.0,30880000000000.0,6040000000000.0,36920000000000.0,3230000000000.0,2930000000000.0,27650000000000.0,3110000000000.0,0.0,0.16684723726976797,0.16684723726976797,0.0,0.8331527627302049,0.8331527627302049,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Parvathipuram Manyam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1664.0,1865.0,0.10777479892760816,362.0,487.0,849.0,0.4263839811542489,2714.0,18650000000000.0,8490000000000.0,27140000000000.0,2010000000000.0,3620000000000.0,16640000000000.0,4870000000000.0,0.0,0.20744288872512132,0.20744288872512132,0.0,0.7925571112748419,0.7925571112748419,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Prakasam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0,27970.0,30086.0,0.07033171574818829,11991.0,7242.0,19233.0,0.6234596786772703,49319.0,300860000000000.0,192330000000000.0,493190000000000.0,21160000000000.0,119910000000000.0,279700000000000.0,72420000000000.0,0.0,0.2860358077008855,0.2860358077008855,0.0,0.7139641922991125,0.7139641922991125,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Rangareddi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,3060.0,3523.0,0.1314220834516,1114.0,5136.0,6250.0,0.17823999999999715,9773.0,35230000000000.0,62500000000000.0,97730000000000.0,4630000000000.0,11140000000000.0,30600000000000.0,51360000000000.0,0.0,0.16136293870868554,0.16136293870868554,0.0,0.8386370612913042,0.8386370612913042,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Spsr Nellore,43.0,44.0,29.0,116.0,0.37068965517209423,0.3793103448272592,0.24999999999978448,0.7499999999993534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7499999999993534,0.0,-0.7499999999993534,0.24999999999978448,0.0,-0.24999999999978448,"Under-served (Low E, Low U)"
2025,3,Andhra Pradesh,Sri Potti Sriramulu Nellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,2890.0,3282.0,0.11943936624009387,110.0,172.0,282.0,0.3900709219856773,3564.0,32820000000000.0,2820000000000.0,35640000000000.0,3920000000000.0,1100000000000.0,28900000000000.0,1720000000000.0,0.0,0.14085297418630358,0.14085297418630358,0.0,0.8591470258136683,0.8591470258136683,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Sri Sathya Sai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,2386.0,2921.0,0.183156453269422,738.0,463.0,1201.0,0.6144879267276757,4122.0,29210000000000.0,12010000000000.0,41220000000000.0,5350000000000.0,7380000000000.0,23860000000000.0,4630000000000.0,0.0,0.30883066472585374,0.30883066472585374,0.0,0.6911693352741219,0.6911693352741219,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Srikakulam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275.0,37687.0,42962.0,0.12278292444485796,22984.0,6997.0,29981.0,0.7666188586104508,72943.0,429620000000000.0,299810000000000.0,729430000000000.0,52750000000000.0,229840000000000.0,376870000000000.0,69970000000000.0,0.0,0.38741208889132556,0.38741208889132556,0.0,0.6125879111086731,0.6125879111086731,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Tirupati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,4139.0,4617.0,0.10353043101580889,268.0,382.0,650.0,0.41230769230762887,5267.0,46170000000000.0,6500000000000.0,52670000000000.0,4780000000000.0,2680000000000.0,41390000000000.0,3820000000000.0,0.0,0.14163660527814426,0.14163660527814426,0.0,0.8583633947218368,0.8583633947218368,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Visakhapatnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3222.0,36984.0,40206.0,0.08013729294135183,21850.0,15143.0,36993.0,0.5906522855675381,77199.0,402060000000000.0,369930000000000.0,771990000000000.0,32220000000000.0,218500000000000.0,369840000000000.0,151430000000000.0,0.0,0.3247710462570754,0.3247710462570754,0.0,0.6752289537429232,0.6752289537429232,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Vizianagaram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141.0,20324.0,22465.0,0.09530380592032008,11966.0,6473.0,18439.0,0.6489505938499884,40904.0,224650000000000.0,184390000000000.0,409040000000000.0,21410000000000.0,119660000000000.0,203240000000000.0,64730000000000.0,0.0,0.34488069626442314,0.34488069626442314,0.0,0.6551193037355744,0.6551193037355744,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Warangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,6167.0,6895.0,0.10558375634517614,1215.0,4034.0,5249.0,0.23147266145932116,12144.0,68950000000000.0,52490000000000.0,121440000000000.0,7280000000000.0,12150000000000.0,61670000000000.0,40340000000000.0,0.0,0.15999670619235704,0.15999670619235704,0.0,0.8400032938076347,0.8400032938076347,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,West Godavari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2189.0,27673.0,29862.0,0.0733038644431047,15662.0,9674.0,25336.0,0.6181717713924826,55198.0,298620000000000.0,253360000000000.0,551980000000000.0,21890000000000.0,156620000000000.0,276730000000000.0,96740000000000.0,0.0,0.3233993985289316,0.3233993985289316,0.0,0.6766006014710666,0.6766006014710666,"Legacy (Low E, High U)"
2025,3,Andhra Pradesh,Y. S. R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,1877.0,2151.0,0.12738261273825535,259.0,301.0,560.0,0.46249999999991737,2711.0,21510000000000.0,5600000000000.0,27110000000000.0,2740000000000.0,2590000000000.0,18770000000000.0,3010000000000.0,0.0,0.19660641829582454,0.19660641829582454,0.0,0.8033935817041385,0.8033935817041385,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Anjaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,210.0,234.0,0.10256410256405873,55.0,79.0,134.0,0.41044776119372356,368.0,2340000000000.0,1340000000000.0,3680000000000.0,240000000000.0,550000000000.0,2100000000000.0,790000000000.0,0.0,0.21467391304341993,0.21467391304341993,0.0,0.7853260869563083,0.7853260869563083,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Changlang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1120.0,1193.0,0.06119027661357408,483.0,339.0,822.0,0.5875912408758409,2015.0,11930000000000.0,8220000000000.0,20150000000000.0,730000000000.0,4830000000000.0,11200000000000.0,3390000000000.0,0.0,0.2759305210917977,0.2759305210917977,0.0,0.7240694789081527,0.7240694789081527,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Dibang Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,41.0,56.0,0.2678571428566645,56.0,0.0,560000000000.0,560000000000.0,0.0,150000000000.0,0.0,410000000000.0,0.0,0.2678571428566645,0.2678571428566645,0.0,0.7321428571415497,0.7321428571415497,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,East Kameng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,244.0,433.0,0.43648960739019943,433.0,0.0,4330000000000.0,4330000000000.0,0.0,1890000000000.0,0.0,2440000000000.0,0.0,0.43648960739019943,0.43648960739019943,0.0,0.5635103926095697,0.5635103926095697,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,East Siang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,151.0,170.0,0.11176470588228721,134.0,131.0,265.0,0.5056603773582998,435.0,1700000000000.0,2650000000000.0,4350000000000.0,190000000000.0,1340000000000.0,1510000000000.0,1310000000000.0,0.0,0.35172413793095364,0.35172413793095364,0.0,0.6482758620688165,0.6482758620688165,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Kra Daadi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,105.0,131.0,0.1984732824425966,75.0,122.0,197.0,0.38071065989828395,328.0,1310000000000.0,1970000000000.0,3280000000000.0,260000000000.0,750000000000.0,1050000000000.0,1220000000000.0,0.0,0.3079268292681988,0.3079268292681988,0.0,0.6920731707314963,0.6920731707314963,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Kurung Kumey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,536.0,629.0,0.14785373608900668,629.0,0.0,6290000000000.0,6290000000000.0,0.0,930000000000.0,0.0,5360000000000.0,0.0,0.14785373608900668,0.14785373608900668,0.0,0.8521462639108343,0.8521462639108343,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Lohit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,234.0,264.0,0.1136363636363206,100.0,364.0,464.0,0.2155172413792639,728.0,2640000000000.0,4640000000000.0,7280000000000.0,300000000000.0,1000000000000.0,2340000000000.0,3640000000000.0,0.0,0.17857142857140404,0.17857142857140404,0.0,0.8214285714284586,0.8214285714284586,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Longding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,285.0,330.0,0.13636363636359505,133.0,129.0,262.0,0.5076335877860658,592.0,3300000000000.0,2620000000000.0,5920000000000.0,450000000000.0,1330000000000.0,2850000000000.0,1290000000000.0,0.0,0.30067567567562486,0.30067567567562486,0.0,0.6993243243242061,0.6993243243242061,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Lower Dibang Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,249.0,285.0,0.1263157894736399,80.0,117.0,197.0,0.4060913705581695,482.0,2850000000000.0,1970000000000.0,4820000000000.0,360000000000.0,800000000000.0,2490000000000.0,1170000000000.0,0.0,0.24066390041488783,0.24066390041488783,0.0,0.7593360995849047,0.7593360995849047,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Lower Siang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,66.0,88.0,0.2499999999997159,26.0,12.0,38.0,0.6842105263139889,126.0,880000000000.0,380000000000.0,1260000000000.0,220000000000.0,260000000000.0,660000000000.0,120000000000.0,0.0,0.3809523809520786,0.3809523809520786,0.0,0.6190476190471277,0.6190476190471277,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Lower Subansiri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,280.0,321.0,0.12772585669777953,81.0,128.0,209.0,0.38755980861225475,530.0,3210000000000.0,2090000000000.0,5300000000000.0,410000000000.0,810000000000.0,2800000000000.0,1280000000000.0,0.0,0.23018867924523956,0.23018867924523956,0.0,0.7698113207545717,0.7698113207545717,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Namsai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,553.0,603.0,0.08291873963514379,213.0,274.0,487.0,0.4373716632442634,1090.0,6030000000000.0,4870000000000.0,10900000000000.0,500000000000.0,2130000000000.0,5530000000000.0,2740000000000.0,0.0,0.24128440366970264,0.24128440366970264,0.0,0.7587155963302056,0.7587155963302056,"Legacy (Low E, High U)"
2025,3,Arunachal Pradesh,Pakke Kessang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,18.0,0.666666666662963,18.0,0.0,180000000000.0,180000000000.0,0.0,120000000000.0,0.0,60000000000.0,0.0,0.666666666662963,0.666666666662963,0.0,0.3333333333314815,0.3333333333314815,"Legacy (Low E, High U)"
