date,state,district,age_0_5,age_5_17,age_18_greater,year,month,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,total_enrolments,total_bio_updates,total_demo_updates,total_updates,update_intensity,bio_intensity,demo_intensity,updates_per_1000,bio_share,demo_share,young_enrol_share,child_enrol_share,adult_enrol_share,child_update_share,update_intensity_zscore,bio_intensity_zscore,demo_intensity_zscore,total_enrolments_mom,total_enrolments_roll3,total_updates_mom,total_updates_roll3,update_intensity_mom,update_intensity_roll3,national_percentile,state_percentile,is_zscore_anomaly,is_iqr_anomaly,is_mad_anomaly,mad_zscore,anomaly_type,detection_method
2025-09-16,Andaman And Nicobar Islands,Nicobar,2.0,0.0,0.0,2025,9,0.0,0.0,0.0,7.0,2.0,0.0,7.0,7.0,3.5,0.0,3.5,3500.0,0.0,1.0,1.0,0.0,0.0,0.0,1.7851629335468546,-0.10375668567143054,2.56485352948556,inf,0.6666666666666666,-22.22222222222222,7.0,inf,1.1666666666666667,97.843266540936,99.05020352781547,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-17,Andaman And Nicobar Islands,Nicobar,2.0,0.0,0.0,2025,9,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.5,0.0,0.5,500.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14630668540103428,-0.10375668567143054,0.2854156048494121,inf,1.3333333333333333,-91.66666666666666,6.666666666666667,inf,1.3333333333333333,95.5481162216803,95.52238805970148,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-17,Andaman And Nicobar Islands,Nicobar,3.0,1.0,0.0,2025,10,0.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,0.75,0.0,0.75,750.0,0.0,1.0,0.75,0.25,0.0,0.0,0.28287803941318596,-0.10375668567143054,0.47536876523575783,inf,1.3333333333333333,-57.14285714285714,4.0,inf,0.25,95.67780627457445,95.86160108548168,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-27,Andaman And Nicobar Islands,Nicobar,1.0,0.0,0.0,2025,10,2.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,3000.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.5120202255225512,2.7832254411352055,-0.0944907159232792,inf,0.3333333333333333,-70.0,4.666666666666667,inf,1.0,97.56109977164854,98.43962008141112,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-30,Andaman And Nicobar Islands,Nicobar,0.0,1.0,0.0,2025,10,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.41944939342533766,-0.10375668567143054,0.6653219256221035,inf,0.3333333333333333,-80.0,3.3333333333333335,inf,0.3333333333333333,95.9437314858359,96.40434192672998,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-31,Andaman And Nicobar Islands,Nicobar,1.0,0.0,0.0,2025,10,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.41944939342533766,-0.10375668567143054,0.6653219256221035,0.0,0.6666666666666666,0.0,2.3333333333333335,0.0,0.6666666666666666,95.9437314858359,96.40434192672998,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-10,Andaman And Nicobar Islands,Nicobar,2.0,0.0,0.0,2025,11,0.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,2.0,0.0,2.0,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9657348094739444,-0.10375668567143054,1.425134567167486,inf,0.6666666666666666,33.33333333333333,5.333333333333333,inf,0.6666666666666666,96.83022966047872,97.69335142469471,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-11,Andaman And Nicobar Islands,Nicobar,1.0,0.0,0.0,2025,11,2.0,5.0,0.0,2.0,1.0,7.0,2.0,9.0,9.0,7.0,2.0,9000.0,0.7777777777777778,0.2222222222222222,1.0,0.0,0.0,0.2222222222222222,4.789732721814192,6.632534943544055,1.425134567167486,inf,1.0,-18.181818181818176,8.0,inf,3.6666666666666665,99.38500249683653,99.86431478968792,True,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-15,Andaman And Nicobar Islands,Nicobar,1.0,0.0,0.0,2025,11,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9657348094739444,-0.10375668567143054,1.425134567167486,inf,0.3333333333333333,-33.333333333333336,2.6666666666666665,inf,0.6666666666666666,96.83022966047872,97.69335142469471,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-18,Andaman And Nicobar Islands,Nicobar,2.0,0.0,0.0,4050,22,6.0,5.0,1.0,9.0,2.0,11.0,10.0,21.0,10.5,5.5,5.0,10500.0,0.5238095238095238,0.47619047619047616,1.0,0.0,0.0,0.3333333333333333,5.609160845887103,5.189043880140736,3.704572491803634,inf,0.6666666666666666,31.25,13.333333333333334,inf,3.5,99.5474180770965,100.0,True,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-19,Andaman And Nicobar Islands,Nicobar,4.0,0.0,0.0,2025,11,3.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,1.0,1.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.75,0.41944939342533766,0.8585706899307817,-0.0944907159232792,100.0,2.0,-80.95238095238095,13.666666666666666,-90.47619047619048,3.8333333333333335,95.9437314858359,96.40434192672998,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-03,Andaman And Nicobar Islands,North And Middle Andaman,5.0,0.0,0.0,6075,27,0.0,0.0,0.0,10.0,5.0,0.0,10.0,10.0,2.0,0.0,2.0,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9657348094739444,-0.10375668567143054,1.425134567167486,inf,1.6666666666666667,-66.66666666666667,17.333333333333332,inf,0.6666666666666666,96.83022966047872,97.69335142469471,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-10,Andaman And Nicobar Islands,North And Middle Andaman,4.0,0.0,0.0,4050,18,0.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,0.75,0.0,0.75,750.0,0.0,1.0,1.0,0.0,0.0,0.0,0.28287803941318596,-0.10375668567143054,0.47536876523575783,inf,4.0,-95.52238805970148,23.333333333333332,inf,0.25,95.67780627457445,95.86160108548168,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-13,Andaman And Nicobar Islands,North And Middle Andaman,4.0,0.0,0.0,4050,20,0.0,0.0,1.0,11.0,4.0,0.0,12.0,12.0,3.0,0.0,3.0,3000.0,0.0,1.0,1.0,0.0,0.0,0.08333333333333333,1.5120202255225512,-0.10375668567143054,2.184947208712869,100.0,2.3333333333333335,inf,4.0,inf,1.0,97.56109977164854,98.43962008141112,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-30,Andaman And Nicobar Islands,North And Middle Andaman,2.0,0.0,0.0,4050,20,3.0,4.0,0.0,0.0,2.0,7.0,0.0,7.0,3.5,3.5,0.0,3500.0,1.0,0.0,1.0,0.0,0.0,0.42857142857142855,1.7851629335468546,3.264389128936312,-0.0944907159232792,inf,0.6666666666666666,-65.0,12.333333333333334,inf,1.1666666666666667,97.843266540936,99.05020352781547,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-11,Andaman And Nicobar Islands,North And Middle Andaman,3.0,0.0,0.0,6075,33,0.0,0.0,0.0,9.0,3.0,0.0,9.0,9.0,3.0,0.0,3.0,3000.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5120202255225512,-0.10375668567143054,2.184947208712869,inf,1.6666666666666667,-57.14285714285714,10.0,inf,1.0,97.56109977164854,98.43962008141112,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-16,Andaman And Nicobar Islands,North And Middle Andaman,3.0,0.0,0.0,2025,11,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.6666666666666666,0.0,0.6666666666666666,666.6666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.2373542547424687,-0.10375668567143054,0.4120510451069759,inf,2.0,-85.71428571428572,5.333333333333333,inf,0.2222222222222222,95.63344500414523,95.65807327001356,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-12-24,Andaman And Nicobar Islands,North And Middle Andaman,1.0,1.0,0.0,2025,12,0.0,0.0,0.0,5.0,2.0,0.0,5.0,5.0,2.5,0.0,2.5,2500.0,0.0,1.0,0.5,0.5,0.0,0.0,1.2388775174982478,-0.10375668567143054,1.8050408879401776,-75.0,3.3333333333333335,inf,3.6666666666666665,inf,0.8333333333333334,97.228996271714,98.10040705563094,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-12-25,Andaman And Nicobar Islands,North And Middle Andaman,1.0,0.0,0.0,2025,12,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,0.0,3.0,3000.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5120202255225512,-0.10375668567143054,2.184947208712869,-50.0,3.6666666666666665,-40.0,2.6666666666666665,19.999999999999996,1.8333333333333333,97.56109977164854,98.43962008141112,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-12-27,Andaman And Nicobar Islands,North And Middle Andaman,2.0,0.0,0.0,4050,24,0.0,0.0,0.0,7.0,2.0,0.0,7.0,7.0,3.5,0.0,3.5,3500.0,0.0,1.0,1.0,0.0,0.0,0.0,1.7851629335468546,-0.10375668567143054,2.56485352948556,inf,0.6666666666666666,-53.333333333333336,10.0,inf,1.1666666666666667,97.843266540936,99.05020352781547,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-19,Andaman And Nicobar Islands,South Andaman,4.0,0.0,0.0,8100,36,0.0,0.0,2.0,11.0,4.0,0.0,13.0,13.0,3.25,0.0,3.25,3250.0,0.0,1.0,1.0,0.0,0.0,0.15384615384615385,1.6485915795347028,-0.10375668567143054,2.3749003690992145,inf,1.3333333333333333,-87.12871287128714,44.0,inf,1.0833333333333333,97.70727379388251,98.7788331071913,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-08,Andaman And Nicobar Islands,South Andaman,5.0,0.0,0.0,8100,44,0.0,0.0,2.0,16.0,5.0,0.0,18.0,18.0,3.6,0.0,3.6,3600.0,0.0,1.0,1.0,0.0,0.0,0.1111111111111111,1.8397914751517153,-0.10375668567143054,2.6408347936400984,inf,1.6666666666666667,-40.0,25.666666666666668,inf,1.2,97.89368809421073,99.32157394843962,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-19,Andaman And Nicobar Islands,South Andaman,3.0,1.0,0.0,6075,33,2.0,3.0,0.0,0.0,4.0,5.0,0.0,5.0,1.25,1.25,0.0,1250.0,1.0,0.0,0.75,0.25,0.0,0.4,0.5560207474374893,1.0991525338313346,-0.0944907159232792,inf,2.6666666666666665,-91.66666666666666,21.666666666666668,inf,0.4166666666666667,96.21959556096402,96.87924016282226,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-12-25,Andaman And Nicobar Islands,South Andaman,2.0,0.0,0.0,4050,24,0.0,0.0,1.0,10.0,2.0,0.0,11.0,11.0,5.5,0.0,5.5,5500.0,0.0,1.0,1.0,0.0,0.0,0.09090909090909091,2.8777337656440682,-0.10375668567143054,4.084478812576325,inf,2.3333333333333335,-71.7948717948718,16.666666666666668,inf,1.8333333333333333,98.69049408273983,99.59294436906377,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-07,Andhra Pradesh,Adilabad,8.0,1.0,0.0,8100,36,0.0,0.0,0.0,4.0,9.0,0.0,4.0,4.0,0.4444444444444444,0.0,0.4444444444444444,444.4444444444444,0.0,1.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.1159574956205561,-0.10375668567143054,0.24320379143022416,inf,3.0,300.0,75.0,inf,0.14814814814814814,95.51829963008034,99.31373458221275,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-14,Andhra Pradesh,Adilabad,2.0,1.0,0.0,4050,18,0.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,0.6666666666666666,0.6666666666666666,0.0,666.6666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.2373542547424687,0.5377948980633775,-0.0944907159232792,inf,1.0,-99.38271604938271,179.0,inf,0.2222222222222222,95.63344500414523,99.34155615320411,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-07,Andhra Pradesh,Alluri Sitharama Raju,1.0,0.0,0.0,2025,9,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.41944939342533766,0.8585706899307817,-0.0944907159232792,inf,0.3333333333333333,-98.64864864864865,42.333333333333336,inf,0.3333333333333333,95.9437314858359,99.49921172215525,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-17,Andhra Pradesh,Alluri Sitharama Raju,28.0,3.0,0.0,34425,170,0.0,0.0,11.0,60.0,31.0,0.0,71.0,71.0,2.2903225806451615,0.0,2.2903225806451615,2290.3225806451615,0.0,1.0,0.9032258064516129,0.0967741935483871,0.0,0.15492957746478872,1.1243338012299917,-0.10375668567143054,1.6457253340677587,inf,10.333333333333334,-34.862385321100916,88.33333333333333,inf,0.7634408602150539,97.08136778159711,99.83307057405175,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-30,Andhra Pradesh,Alluri Sitharama Raju,30.0,5.0,0.0,36450,180,55.0,35.0,0.0,0.0,35.0,90.0,0.0,90.0,2.5714285714285716,2.5714285714285716,0.0,2571.4285714285716,1.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.6111111111111112,1.2778979043588627,2.3707994230199723,-0.0944907159232792,inf,15.333333333333334,-4.255319148936165,61.333333333333336,inf,0.8571428571428572,97.28305399469605,99.851618288046,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-05,Andhra Pradesh,Anakapalli,3.0,0.0,0.0,6075,27,4.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,1.3333333333333333,1.3333333333333333,0.0,1333.3333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.6015445321082066,1.1793464817981856,-0.0944907159232792,inf,1.0,-92.0,26.0,inf,0.4444444444444444,96.2833497364989,99.66150421960494,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-15,Andhra Pradesh,Anakapalli,26.0,1.0,0.0,36450,198,10.0,16.0,0.0,0.0,27.0,26.0,0.0,26.0,0.9629629629629629,0.9629629629629629,0.0,962.9629629629629,1.0,0.0,0.9629629629629629,0.037037037037037035,0.0,0.38461538461538464,0.3992166002383522,0.8229289352788478,-0.0944907159232792,inf,9.0,-71.73913043478262,47.333333333333336,inf,0.32098765432098764,95.7842248413418,99.38792543818974,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-18,Andhra Pradesh,Ananthapuramu,54.0,2.0,0.0,64800,320,0.0,0.0,30.0,99.0,56.0,0.0,129.0,129.0,2.3035714285714284,0.0,2.3035714285714284,2303.5714285714284,0.0,1.0,0.9642857142857143,0.03571428571428571,0.0,0.23255813953488372,1.131571453631557,-0.10375668567143054,1.6557919762080486,inf,18.666666666666668,-46.47302904564315,169.66666666666666,inf,0.7678571428571428,97.08864012101172,99.84234443104887,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-12-25,Andhra Pradesh,Ananthapuramu,28.0,4.0,0.0,48600,288,0.0,0.0,12.0,84.0,32.0,0.0,96.0,96.0,3.0,0.0,3.0,3000.0,0.0,1.0,0.875,0.125,0.0,0.125,1.5120202255225512,-0.10375668567143054,2.184947208712869,inf,20.666666666666668,-66.89655172413794,128.66666666666666,inf,1.0,97.56109977164854,99.88871371603449,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-18,Andhra Pradesh,Annamayya,10.0,2.0,3.0,24300,108,7.0,22.0,0.0,0.0,15.0,29.0,0.0,29.0,1.9333333333333333,1.9333333333333333,0.0,1933.3333333333333,1.0,0.0,0.6666666666666666,0.13333333333333333,0.2,0.2413793103448276,0.9293157817373706,1.756742907159513,-0.0944907159232792,inf,5.0,-71.0,53.0,inf,0.6444444444444445,96.7255079729081,99.76815357507188,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-20,Andhra Pradesh,Annamayya,0.0,1.0,0.0,2025,10,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.41944939342533766,0.8585706899307817,-0.0944907159232792,inf,0.3333333333333333,-99.32432432432432,62.333333333333336,inf,0.3333333333333333,95.9437314858359,99.49921172215525,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-14,Andhra Pradesh,Annamayya,13.0,0.0,8.0,36450,198,24.0,16.0,0.0,0.0,21.0,40.0,0.0,40.0,1.9047619047619047,1.9047619047619047,0.0,1904.7619047619046,1.0,0.0,0.6190476190476191,0.0,0.38095238095238093,0.6,0.9137076269931247,1.729247839285164,-0.0944907159232792,inf,9.666666666666666,-74.52229299363057,65.66666666666667,inf,0.6349206349206349,96.7148418751,99.75887971807474,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-12-15,Andhra Pradesh,Bapatla,17.0,5.0,3.0,30375,180,17.0,4.0,0.0,0.0,25.0,21.0,0.0,21.0,0.84,0.84,0.0,840.0,1.0,0.0,0.68,0.2,0.12,0.8095238095238095,0.3320437268575606,0.7045983098344277,-0.0944907159232792,inf,8.333333333333334,-74.07407407407408,36.0,inf,0.27999999999999997,95.73040952967357,99.36010386719836,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-20,Andhra Pradesh,Cuddapah,71.0,2.0,0.0,83025,369,0.0,0.0,25.0,310.0,73.0,0.0,335.0,335.0,4.589041095890411,0.0,4.589041095890411,4589.041095890411,0.0,1.0,0.9726027397260274,0.0273972602739726,0.0,0.07462686567164178,2.3800902017093786,-0.10375668567143054,3.3923207213055315,inf,24.333333333333332,-23.69020501138952,428.3333333333333,inf,1.5296803652968036,98.36566292221991,99.9629045720115,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-02,Andhra Pradesh,Cuddapah,156.0,13.0,0.0,115425,627,0.0,0.0,117.0,134.0,169.0,0.0,251.0,251.0,1.485207100591716,0.0,1.485207100591716,1485.207100591716,0.0,1.0,0.9230769230769231,0.07692307692307693,0.0,0.46613545816733065,0.6845109562418215,-0.10375668567143054,1.0339884144192713,inf,70.0,-87.85091965150048,772.3333333333334,inf,0.495069033530572,96.38031426202723,99.68468886209774,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-18,Andhra Pradesh,Eluru,15.0,0.0,0.0,30375,150,0.0,0.0,3.0,39.0,15.0,0.0,42.0,42.0,2.8,0.0,2.8,2800.0,0.0,1.0,1.0,0.0,0.0,0.07142857142857142,1.4027631423128297,-0.10375668567143054,2.0329846804037923,inf,5.0,-55.78947368421052,55.333333333333336,inf,0.9333333333333332,97.41565298335604,99.87943985903738,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-11-08,Andhra Pradesh,Guntur,112.0,6.0,0.0,131625,715,0.0,0.0,103.0,366.0,118.0,0.0,469.0,469.0,3.9745762711864407,0.0,3.9745762711864407,3974.576271186441,0.0,1.0,0.9491525423728814,0.05084745762711865,0.0,0.21961620469083157,2.044417029298736,-0.10375668567143054,2.9254425797104875,inf,39.333333333333336,-56.89338235294117,1020.0,inf,1.3248587570621468,98.05586126315687,99.93508300102012,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-29,Andhra Pradesh,Hyderabad,49.0,13.0,0.0,56700,280,0.0,0.0,9.0,163.0,62.0,0.0,172.0,172.0,2.774193548387097,0.0,2.774193548387097,2774.193548387097,0.0,1.0,0.7903225806451613,0.20967741935483872,0.0,0.05232558139534884,1.388665454156737,-0.10375668567143054,2.0133766122348793,inf,20.666666666666668,-55.670103092783506,267.6666666666667,inf,0.924731182795699,97.39965383664386,99.87016600204025,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-12-21,Andhra Pradesh,Hyderabad,41.0,2.0,0.0,46575,276,0.0,0.0,6.0,40.0,43.0,0.0,46.0,46.0,1.069767441860465,0.0,1.069767441860465,1069.767441860465,0.0,1.0,0.9534883720930233,0.046511627906976744,0.0,0.13043478260869565,0.45756232942872876,-0.10375668567143054,0.7183321099159673,inf,14.333333333333334,-88.23529411764706,208.0,inf,0.3565891472868217,96.11681316390398,99.61049800612074,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-09-04,Andhra Pradesh,K.V. Rangareddy,1.0,0.0,0.0,2025,9,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9657348094739444,-0.10375668567143054,1.425134567167486,inf,0.3333333333333333,-50.0,4.0,inf,0.6666666666666666,96.83022966047872,99.79597514606324,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-19,Andhra Pradesh,K.V. Rangareddy,2.0,0.0,0.0,4050,20,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.41944939342533766,-0.10375668567143054,0.6653219256221035,inf,0.6666666666666666,-50.0,2.3333333333333335,inf,0.3333333333333333,95.9437314858359,99.49921172215525,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-24,Andhra Pradesh,K.V. Rangareddy,1.0,0.0,0.0,2025,10,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.41944939342533766,-0.10375668567143054,0.6653219256221035,inf,0.3333333333333333,0.0,1.0,inf,0.3333333333333333,95.9437314858359,99.49921172215525,False,True,False,0,High Spike,Combined (Z-score + IQR)
2025-10-30,Andhra Pradesh,K.V. Rangareddy,0.0,1.0,0.0,2025,10,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.41944939342533766,-0.10375668567143054,0.6653219256221035,inf,0.3333333333333333,0.0,2.0,inf,0.3333333333333333,95.9437314858359,99.49921172215525,False,True,False,0,High Spike,Combined (Z-score + IQR)
