state,district,avg_daily_bio,std_daily_bio,observation_count,avg_minor_share,std_minor_share,cv
Andhra Pradesh,Sri Potti Sriramulu Nellore,122.10843373493977,316.8560499523708,83,0.6161577102829604,0.1984425025901536,2.5948744100687495
Andhra Pradesh,Sri Sathya Sai,125.48192771084338,317.6511110132404,83,0.43256285725627175,0.17271285202974637,2.5314490844070043
Andhra Pradesh,Srikakulam,2213.8735632183907,6193.824378953299,87,0.5191941245207082,0.13569578433825996,2.7977317593282542
Andhra Pradesh,Tirupati,120.90697674418605,307.90703822102944,86,0.5223041303949564,0.1771341205666678,2.546644093768853
Andhra Pradesh,Visakhapatnam,3537.534090909091,9838.088394764107,88,0.5535486136676147,0.13846175267934022,2.7810582575151583
Andhra Pradesh,Vizianagaram,1818.159090909091,4777.811632681606,88,0.5234834219240647,0.16360102299703108,2.627829245840456
Andhra Pradesh,Warangal,588.1590909090909,1247.339466430092,88,0.27996348161374585,0.12349347952452258,2.1207518266905234
Andhra Pradesh,West Godavari,2533.4942528735633,6596.702960612067,87,0.5589859924234527,0.14848080578870346,2.6037962995692188
Andhra Pradesh,Y. S. R,104.97560975609755,256.1111822419644,82,0.5668354055211337,0.18884970872153317,2.439720834554029
Arunachal Pradesh,Anjaw,17.47761194029851,36.32903430597495,67,0.6478999025088558,0.2882679499278876,2.0786040123828533
Arunachal Pradesh,Changlang,98.59036144578313,178.26166271458982,83,0.6240272777494554,0.22207662852026422,1.808104363352188
Arunachal Pradesh,Dibang Valley,8.722222222222221,13.18291728624968,54,0.6716365302197387,0.3806484033719575,1.5114172684872245
Arunachal Pradesh,East Kameng,53.04938271604938,106.9146740670531,81,0.7056416974002758,0.18896192972803075,2.015380172080824
Arunachal Pradesh,East Siang,41.5125,68.42699033516756,80,0.6976815893498345,0.19663980228313016,1.6483466506514317
Arunachal Pradesh,Kamle,4.46875,12.005333156291348,32,0.40857007575757576,0.44216247987120444,2.6865081188903717
Arunachal Pradesh,Kra Daadi,17.971014492753625,46.86839240158137,69,0.6502113552333175,0.3020512410245583,2.6079992546041244
Arunachal Pradesh,Kurung Kumey,43.46153846153846,121.13228706266123,78,0.6354342232904518,0.3160037022938792,2.787114569583356
Arunachal Pradesh,Leparada,1.894736842105263,2.078854835456431,19,0.8947368421052632,0.3153017676423058,1.097173385379783
Arunachal Pradesh,Lohit,48.03703703703704,101.54536479382558,81,0.5545970997605587,0.2842515284681846,2.1138973395784815
Arunachal Pradesh,Longding,33.753246753246756,77.97741843234182,77,0.6754653208283466,0.25424197689720346,2.3102197842594534
Arunachal Pradesh,Lower Dibang Valley,28.82051282051282,52.269467532176336,78,0.6247221496881431,0.23732442180279728,1.8136203147285384
Arunachal Pradesh,Lower Siang,7.245614035087719,10.73259504925198,57,0.8026442419794221,0.30716342157495247,1.4812540382744863
Arunachal Pradesh,Lower Subansiri,33.5,84.20965397616123,80,0.6100398301120945,0.24818948008732555,2.5137210142137683
Arunachal Pradesh,Namsai,75.0375,176.55475313463066,80,0.6134643328595093,0.29432562678972474,2.3528869316625776
Arunachal Pradesh,Pakke Kessang,2.3125,3.0314214700421087,32,0.3177083333333333,0.4133944088591253,1.310884960018209
Arunachal Pradesh,Papum Pare,110.22619047619048,263.8665850908018,84,0.630761145367152,0.15935316891659498,2.393864688155022
Arunachal Pradesh,Shi-Yomi,8.672131147540984,11.159034174866886,61,0.42902082010721665,0.3474793497985146,1.2867695362322873
Arunachal Pradesh,Siang,17.68918918918919,36.56179819162091,74,0.7377043298795077,0.2685596076956475,2.066900738105384
Arunachal Pradesh,Tawang,32.0,51.7295599094082,77,0.7820505621535249,0.24102415915533493,1.6165487471690063
Arunachal Pradesh,Tirap,24.584415584415584,39.96128081601734,77,0.7044072904414022,0.2694906552865147,1.6254720670012337
Arunachal Pradesh,Upper Siang,22.17283950617284,39.70572695577326,81,0.7420343454300203,0.24282446399201224,1.7907371288516893
Arunachal Pradesh,Upper Subansiri,57.06849315068493,132.4564214255562,73,0.6773840677098288,0.20575102037623014,2.321007864634086
Arunachal Pradesh,West Kameng,71.76744186046511,168.39468165547723,86,0.5974206401879422,0.23807950800581826,2.346393814382865
Arunachal Pradesh,West Siang,57.358024691358025,100.51968820111502,81,0.7624055272131565,0.18698331056525996,1.7524956401830212
Assam,Bajali,1.4375,0.6291528696058958,16,0.23958333333333334,0.3598803813614864,0.437671561464971
Assam,Baksa,200.632183908046,456.7970928852666,87,0.6169809143635516,0.1669820879849932,2.2767887184771234
Assam,Barpeta,1084.3295454545455,2130.4895110791276,88,0.6189094006961726,0.15083315845130424,1.9647989119267586
Assam,Biswanath,109.74712643678161,249.16895446574713,87,0.6391022786790312,0.19175834216855403,2.2703916043695016
Assam,Bongaigaon,420.7816091954023,876.0785037735627,87,0.6495914818401268,0.1415184807508191,2.082026601516061
Assam,Cachar,760.2873563218391,1702.9519712740537,87,0.6351368597922241,0.1097649793437983,2.239879378650581
Assam,Charaideo,95.32183908045977,203.3155122974253,87,0.7185131102818785,0.16569509267978322,2.132937365232847
Assam,Chirang,314.9651162790698,631.6680708330814,86,0.6140870197004862,0.16523563137438635,2.0055175579298186
Assam,Darrang,301.8965517241379,675.892347876645,87,0.6016194453660619,0.1402315398198911,2.2388210266616455
Assam,Dhemaji,238.27586206896552,450.00296354722275,87,0.6104675397538063,0.1817353325091568,1.8885797312401533
Assam,Dhubri,683.6206896551724,1631.7974982763376,87,0.6184895951173661,0.16109103370835012,2.3869925573777446
Assam,Dibrugarh,314.52941176470586,866.4736221115598,85,0.6475834438672403,0.10856274167494179,2.754825430315414
Assam,Dima Hasao,1.3888888888888888,0.7775443160352296,18,0.3888888888888889,0.43910187601095474,0.5598319075453653
Assam,Goalpara,317.51724137931035,539.6911231623218,87,0.6061465425613102,0.14870215353331542,1.6997222601767301
Assam,Golaghat,231.6551724137931,397.5172316752433,87,0.6206740845742197,0.1958214945927972,1.7159868589732146
Assam,Hailakandi,242.79310344827587,546.5715157345372,87,0.6059266462402999,0.20013093118898573,2.251182212228601
Assam,Hojai,337.2325581395349,651.8814340844251,86,0.5359863165509126,0.12854100893746662,1.9330323195386718
Assam,Jorhat,187.11494252873564,334.6692371020925,87,0.6715424418878297,0.15861768246848126,1.7885756881799892
Assam,Kamrup,497.14942528735634,1211.0613212897538,87,0.6498223056351273,0.15401969793109058,2.436010703602344
Assam,Kamrup Metro,307.60919540229884,757.8418617075213,87,0.5302013866089295,0.13100689331964488,2.463651519638082
Assam,Karbi Anglong,445.52272727272725,708.8611065949741,88,0.5995523204350527,0.18226588499185556,1.5910773192969883
Assam,Karimganj,405.0681818181818,571.0295963393727,88,0.6819591353428911,0.17908696739027427,1.4097122952888066
Assam,Kokrajhar,331.71264367816093,864.1308970080053,87,0.5540390862963097,0.1648446384662364,2.605058665916922
Assam,Lakhimpur,342.2068965517241,623.8946530396131,87,0.5631124025800208,0.19435324238775525,1.82315043713712
Assam,Majuli,41.24390243902439,100.72141765635756,82,0.5962627417899696,0.2638418588284319,2.44209232638123
Assam,Marigaon,390.0689655172414,874.4463337091016,87,0.521153484154309,0.16632975368808783,2.2417736631509855
Assam,Nagaon,1339.534090909091,2327.5416756092714,88,0.35863899231370344,0.0886956233053518,1.7375755431723705
Assam,Nalbari,232.77011494252875,357.8853168638395,87,0.7075319070870575,0.22146543585410328,1.5375054351466118
Assam,North Cachar Hills,48.48192771084337,72.3686971552337,83,0.6938441410790503,0.14405734755050326,1.492694300170079
Assam,Sibsagar,130.80459770114942,277.32638981936657,87,0.7340988320334455,0.1230192268095211,2.120157813206054
Assam,Sonitpur,346.17241379310343,700.8368951822937,87,0.5631181011594619,0.1561328079063463,2.024531323865576
Assam,South Salmara Mankachar,57.03529411764706,99.79591639927949,85,0.6029556910020368,0.17539423212508473,1.7497221315880274
Assam,Sribhumi,4.890410958904109,3.649815991692125,73,0.13236336821804362,0.18746598657830052,0.746320917068698
Assam,Tamulpur District,1.75,1.1929278784054478,40,0.26666666666666666,0.419944372927268,0.6816730733745416
Assam,Tinsukia,221.2528735632184,498.7086864253171,87,0.6130559882614127,0.15391223639964052,2.2540212852097556
Assam,Udalguri,256.8735632183908,563.2045727838133,87,0.5385125617283005,0.18993381297106066,2.1925361478517877
Assam,West Karbi Anglong,41.876543209876544,52.11486897135247,81,0.3313980952005872,0.20899142758823058,1.2444883215446787
Bihar,Araria,1766.409090909091,5006.649008118217,88,0.39893882196486724,0.09858226182812285,2.8343655124315066
Bihar,Arwal,361.22352941176473,921.3057940263056,85,0.35293222645107575,0.07023391576930801,2.5505143464120628
Bihar,Aurangabad,1108.3908045977012,2822.9656818397016,87,0.4455788151743054,0.053973794348199,2.5469046388059113
Bihar,Aurangabad(Bh),3.515151515151515,2.3484359721209165,66,0.15375836284927194,0.25975113373942355,0.6680895437930193
Bihar,Banka,1155.6117647058823,3159.0242092490907,85,0.45791599615414846,0.054979644913823435,2.733637979233538
Bihar,Begusarai,1692.0459770114942,4686.368150254737,87,0.4475758786300745,0.06260931505564782,2.769645868921269
Bihar,Bhabua,1.2222222222222223,0.5063696835418332,27,0.10493827160493828,0.28173814958564003,0.41430246835240897
Bihar,Bhagalpur,1685.3863636363637,4571.567183764663,88,0.4394642055035844,0.09394071751601846,2.7124742921861076
Bihar,Bhojpur,1102.2272727272727,2965.4947125702533,88,0.4071850357129136,0.07721639751058881,2.6904566652870456
Bihar,Buxar,663.1162790697674,1708.965062931396,86,0.41762599675808243,0.10107582205588705,2.5771725365101363
Bihar,Darbhanga,2390.681818181818,6279.02335649341,88,0.3922053930836014,0.10201528331550111,2.6264571507340055
Bihar,East Champaran,2410.6136363636365,6383.930408314513,88,0.4028032029723794,0.08663453235799404,2.6482594771779966
Bihar,Gaya,2128.4137931034484,6208.9968042475575,87,0.39223134083679884,0.06489244794616655,2.917194402876987
Bihar,Gopalganj,1175.9545454545455,3136.9245569619698,88,0.40988922147899065,0.08336828466477848,2.6675559604639685
Bihar,Jamui,955.3139534883721,2353.875369091315,86,0.5270964082834481,0.12499178299026593,2.463980935791875
Bihar,Jehanabad,435.2325581395349,1122.0729836220796,86,0.381362093200587,0.08264338472640288,2.5780998287870385
Bihar,Kaimur (Bhabua),898.3563218390805,2414.2423240978496,87,0.4342505295352148,0.09165276687228363,2.687399493282917
Bihar,Katihar,2497.4712643678163,6515.508466547568,87,0.3770585236710002,0.07318878276957802,2.608842215526686
Bihar,Khagaria,918.4367816091954,2465.6956738090544,87,0.45172769012678254,0.12579296995975858,2.684665644040195
Bihar,Kishanganj,1605.4431818181818,3578.8397685127807,88,0.3522243579584877,0.17020531206196204,2.2291911722840956
Bihar,Lakhisarai,575.546511627907,1472.1600908547057,86,0.4180340681649421,0.09410851524446232,2.5578473001091924
Bihar,Madhepura,1363.2209302325582,3632.8424210937,86,0.380771765197316,0.08907325841839081,2.664896305893687
Bihar,Madhubani,2737.183908045977,7402.394198687428,87,0.42500556340813317,0.06191333986286346,2.7043832082046158
Bihar,Monghyr,1.9411764705882353,1.1209239886072981,51,0.06862745098039216,0.24534889123730017,0.5774456911007293
Bihar,Munger,593.7764705882353,1524.2708356431135,85,0.4040090228606659,0.06999429989212012,2.567078540739527
Bihar,Muzaffarpur,2397.057471264368,6410.828719342895,87,0.38413441970755713,0.06413634357964104,2.6744576616101727
Bihar,Nalanda,1349.448275862069,3587.306895406132,87,0.4276816549426692,0.0802405371499782,2.6583507938564375
Bihar,Nawada,1002.8488372093024,2774.937665510564,86,0.4120933718809221,0.09085830071314217,2.7670547769019476
Bihar,Pashchim Champaran,5.042857142857143,5.325453547496442,70,0.10065814943863724,0.21268447544057212,1.0560389470956117
Bihar,Patna,2430.3953488372094,6551.971635503978,86,0.4137126365236909,0.05600085551253441,2.695846023009665
Bihar,Purba Champaran,3.8823529411764706,2.4159260871657344,68,0.11071428571428571,0.23393821268094248,0.6222839921487497
Bihar,Purnea,58.28235294117647,139.81089369000452,85,0.14021520190392042,0.09620022610554844,2.3988546555612404
Bihar,Purnia,2627.022988505747,7274.93846050374,87,0.36086563246717274,0.06634039104156024,2.76927095512085
Bihar,Rohtas,1284.0229885057472,3235.1005698648382,87,0.40928023809821734,0.06894677199095638,2.5195036216832953
Bihar,Saharsa,1377.7701149425288,3501.360013842958,87,0.3054891924740753,0.05841480289833477,2.541323821636972
Bihar,Samastipur,2300.7471264367814,6441.854787101465,87,0.4124508792452878,0.06037061564738978,2.799896917432256
Bihar,Samstipur,3.305084745762712,2.0363442335523523,59,0.05871670702179177,0.15787051644546968,0.6161246655363527
Bihar,Saran,1726.7790697674418,4277.162804535027,86,0.39902550447306506,0.04245808679763462,2.47696006942629
Bihar,Sheikhpura,475.56470588235294,1098.1262986501665,85,0.41612683415051244,0.08497664763154805,2.309099655771817
Bihar,Sheikpura,2.216666666666667,1.668163169951285,60,0.02638888888888889,0.09394531339214866,0.7525548135118579
Bihar,Sheohar,384.49411764705883,981.2273124284009,85,0.3768793041244902,0.07076895987900338,2.551995641527877
Bihar,Sitamarhi,2091.9540229885056,5527.749049658555,87,0.4191116465276874,0.043005083591449104,2.642385534726892
Bihar,Siwan,1446.0229885057472,3570.34507477271,87,0.3807594285434571,0.061919382958677605,2.469079055556467
Bihar,Supaul,1276.9318181818182,3479.9246516993294,88,0.38673298690726815,0.0737954486353218,2.7252235414215624
Bihar,Vaishali,1932.8735632183907,5174.909357266161,87,0.4018129916058086,0.05910190993416129,2.677313951487607
Bihar,West Champaran,1917.4367816091954,4969.881772261719,87,0.41276787659496095,0.09626566908928244,2.591940354920479
Chandigarh,Chandigarh,865.8372093023256,3714.9867448436316,86,0.4983740836480489,0.11509538798118397,4.290629583633965
Chandigarh,Mohali,1.0,0.0,6,0.3333333333333333,0.5163977794943222,0.0
Chandigarh,Rupnagar,1.1666666666666667,0.38924947208076144,12,0.25,0.4522670168666455,0.33364240464065265
Chhatisgarh,Raipur,1.0,0.0,5,0.4,0.5477225575051661,0.0
Chhattisgarh,Balod,944.3604651162791,2137.6594232273587,86,0.39840640265943605,0.2045252885996615,2.263605373361483
Chhattisgarh,Baloda Bazar,1599.3977272727273,3674.433719885808,88,0.4876782256297702,0.18367112070305713,2.297385857957549
Chhattisgarh,Balrampur,593.6704545454545,1273.9837664891777,88,0.48164009392398877,0.18852170149431222,2.1459443648153367
Chhattisgarh,Bastar,1097.4883720930231,2338.989332994745,86,0.35220111266685206,0.1645056140117724,2.13122014999945
Chhattisgarh,Bemetara,1284.0229885057472,3003.3598278060745,87,0.3777933935431464,0.18923334275415699,2.339023408997659
Chhattisgarh,Bijapur,324.2325581395349,743.1408175387774,86,0.3855609696340993,0.13765385548219966,2.2919993655262823
Chhattisgarh,Bilaspur,2241.8045977011493,4864.935662088211,87,0.44446110922207066,0.16784834970295914,2.1700979947480445
Chhattisgarh,Dakshin Bastar Dantewada,323.9404761904762,841.9331363313731,84,0.3764609212858562,0.12161503732641338,2.5990365459496285
Chhattisgarh,Dantewada,225.33333333333334,706.6943637066729,84,0.36736761416661146,0.12513172305730372,3.136217590414229
Chhattisgarh,Dhamtari,1037.6781609195402,2296.702309805592,87,0.40922706038930556,0.1766185005426277,2.2133089008738174
Chhattisgarh,Durg,2067.2528735632186,4155.820838569458,87,0.5159011144776343,0.21661974470479947,2.0103108292728025
Chhattisgarh,Gariyaband,591.9090909090909,1200.0644871213121,88,0.3658567787775641,0.24080353250199088,2.0274472981622536
Chhattisgarh,Gaurela-Pendra-Marwahi,30.11842105263158,86.82579756504987,76,0.5449032575130085,0.2860779524994555,2.8828137243092136
Chhattisgarh,Janjgir - Champa,3.125,2.6337251064809206,64,0.017857142857142856,0.07715167498104596,0.8427920340738946
Chhattisgarh,Janjgir Champa,3.0476190476190474,1.6889448073314832,63,0.09882842025699169,0.16315248023690124,0.554185014905643
Chhattisgarh,Janjgir-Champa,2076.4827586206898,4693.011099799232,87,0.37117794766006607,0.14194150829837032,2.2600770848280867
Chhattisgarh,Jashpur,857.5057471264367,1779.3286745127584,87,0.4646238148669278,0.20732680801063463,2.0750049553316887
Chhattisgarh,Kabeerdham,373.7586206896552,695.1395872123117,87,0.6009560522367537,0.18396039201677966,1.8598623516151893
Chhattisgarh,Kanker,611.5977011494252,1285.519888132949,87,0.4259930452795733,0.21491248147099026,2.1019043821076617
Chhattisgarh,Kawardha,706.8720930232558,1442.5743230644932,86,0.4689195191299725,0.17600884216540122,2.0407855074525245
Chhattisgarh,Khairagarh Chhuikhadan Gandai,16.171875,69.1636097287749,64,0.18292321134617867,0.268541414079573,4.276783596755163
Chhattisgarh,Kondagaon,666.8139534883721,1600.8199554245202,86,0.3758583421682543,0.1923230692861689,2.400699546027774
Chhattisgarh,Korba,1184.5813953488373,2819.495964405137,86,0.3456177680253773,0.12776310270031557,2.38016228810925
Chhattisgarh,Koriya,708.1046511627907,1614.7298519571757,86,0.36421196717300613,0.15631296349885743,2.28035481663
Chhattisgarh,Mahasamund,1134.875,2910.164484874176,88,0.3898457133900511,0.19053207982652132,2.5643039849095066
Chhattisgarh,Manendragarhchirmiribharatpur,104.0,39.50949253027682,3,0.14686893788142671,0.03004277150858664,0.3798989666372771
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,4.532258064516129,3.957635251607955,62,0.15882674672997252,0.2584466933627615,0.8732148953725737
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2.09375,1.3995246888993098,32,0.40625,0.46746763060460395,0.6684297021608644
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,59.675324675324674,202.1780378487734,77,0.377008795062845,0.2479105536289121,3.3879671195550713
Chhattisgarh,Mungeli,949.0459770114943,1972.2214302543603,87,0.3798464741287485,0.18900586607068728,2.078109467851918
Chhattisgarh,Narayanpur,277.1625,638.5721898218901,80,0.383240307722786,0.16679332679100742,2.3039631617621072
Chhattisgarh,Raigarh,2007.1954022988505,3915.745718396612,87,0.2699494141471156,0.148202797094435,1.9508542685539683
Chhattisgarh,Raipur,2186.0113636363635,4999.079438232046,88,0.3629735705615657,0.1741558248651803,2.2868497032495885
Chhattisgarh,Rajnandgaon,1775.83908045977,4303.21427424697,87,0.4998362029929108,0.16548082630216676,2.4232005712662064
Chhattisgarh,Sakti,48.48192771084337,163.50515479647456,83,0.21211683683097574,0.161544838777372,3.3724969801459714
Chhattisgarh,Sarangarh-Bilaigarh,13.371794871794872,8.288795401270876,78,0.10114036006992601,0.08932517102397029,0.6198715640451854
Chhattisgarh,Sukma,358.79761904761904,754.1482833284675,84,0.48810293197998644,0.17589164381650385,2.101876498874922
Chhattisgarh,Surajpur,816.1590909090909,1712.4947445937555,88,0.46675481582204364,0.1756272428964878,2.0982364390333115
Chhattisgarh,Surguja,952.4137931034483,1936.3467913965521,87,0.4323623261530312,0.16966147199440698,2.0330940242758877
Chhattisgarh,Uttar Bastar Kanker,356.4823529411765,793.7413908309226,85,0.28041719633046497,0.17521982613636752,2.226593783064203
Dadra And Nagar Haveli,Dadra & Nagar Haveli,7.788732394366197,20.746025776352408,71,0.14557803371986563,0.224453176927448,2.6635946295136
Dadra And Nagar Haveli,Dadra And Nagar Haveli,313.04597701149424,747.3838699251709,87,0.44211152519127944,0.159647876637305,2.3874571941799108
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,26.373333333333335,81.02364908908825,75,0.2982810285863033,0.24594274948438422,3.0721808299704847
Dadra And Nagar Haveli And Daman And Diu,Daman,8.982758620689655,24.085003982102787,58,0.3136107165259404,0.38354571002842563,2.681248044072863
Dadra And Nagar Haveli And Daman And Diu,Diu,1.5714285714285714,0.9783367810436532,21,0.2619047619047619,0.4067876478903833,0.6225779515732338
Daman And Diu,Daman,64.82142857142857,156.4642582623816,84,0.5361473144558543,0.18374228836856804,2.4137736811827466
Daman And Diu,Diu,44.91025641025641,106.95443694280092,78,0.5070899418865614,0.2713731665697964,2.3815147249610256
Delhi,Central Delhi,628.6046511627907,1791.5288198766712,86,0.4573994369176531,0.08598340858581428,2.8500088514501245
Delhi,East Delhi,1411.551724137931,4163.453359665203,87,0.48660075588546087,0.08608169415695566,2.949557772817659
Delhi,Najafgarh,11.41891891891892,38.23252819934726,74,0.057746130187709556,0.15398399986491812,3.3481740671617715
Delhi,New Delhi,54.975903614457835,147.00074463919697,83,0.5618565042106372,0.16561575722471414,2.6739122956505255
Delhi,North Delhi,699.1954022988506,1940.2645937943894,87,0.4576536255480961,0.0896319251596887,2.7749962133833943
Delhi,North East,542.0930232558139,1792.96382712048,86,0.06050957693555048,0.03366803766915408,3.3074836793728286
Delhi,North East Delhi,1626.090909090909,4616.208248047491,88,0.5205147362946243,0.12240134067907764,2.8388377440891377
Delhi,North West Delhi,3696.5113636363635,10831.526579658397,88,0.46679737152299317,0.08062677047475969,2.930202429839987
Delhi,Shahdara,95.93975903614458,295.7123004196028,83,0.29648654159338345,0.15130535303250747,3.082270618463774
Delhi,South Delhi,2562.4827586206898,7937.581682952087,87,0.4608658643093718,0.0739908401680619,3.0976136936916046
Delhi,South East Delhi,9.387096774193548,24.9322720872588,62,0.33081872269370755,0.3688851150246834,2.6560152395361607
Delhi,South West Delhi,1626.7471264367816,4757.792827191427,87,0.5096693887888307,0.08917379090892275,2.9247279739247927
Delhi,West Delhi,1991.287356321839,5984.737984410644,87,0.4598578582628395,0.08139909924804463,3.0054617508671453
Goa,Bardez,1.6,0.8660254037844386,25,0.24,0.38813418832685703,0.5412658773652741
Goa,North Goa,434.14942528735634,998.9948963802831,87,0.5415289879786123,0.15043477585904028,2.3010393154823707
Goa,South Goa,359.81176470588235,914.6875539158248,85,0.6045077657417276,0.13131108240603057,2.5421279781207526
Goa,Tiswadi,1.0,0.0,2,0.0,0.0,0.0
Gujarat,Ahmadabad,186.6904761904762,388.1358592160856,84,0.060204737432250986,0.040436716941307384,2.0790340628842743
Gujarat,Ahmedabad,4607.840909090909,12980.30865853932,88,0.4170558189804302,0.0834165364090415,2.8170045178708727
Gujarat,Amreli,796.6744186046511,2212.8190986472196,86,0.45488075458161703,0.10620611076917598,2.7775701679023395
Gujarat,Anand,1353.5119047619048,3804.4999053721963,84,0.44196942288400076,0.08244388104294463,2.8108359387067545
Gujarat,Arvalli,357.4578313253012,989.2686544923442,83,0.6078043558097089,0.12155902153173767,2.7675114875076536
Gujarat,Banas Kantha,7.391891891891892,12.962345432499482,74,0.10933582018219287,0.14547554456290684,1.7535896928792718
Gujarat,Banaskantha,1785.3764705882354,4640.098877683304,85,0.47219732629513045,0.07348811388684194,2.598947031129245
Gujarat,Bharuch,898.564705882353,2367.600892641058,85,0.518771986717581,0.09947528662813489,2.6348696728703285
