date,year,month,day_of_week,is_weekend,state,district,bio_age_5_17,bio_age_17_,total_bio,active_pincodes,minor_share,zscore,anomaly_type
2025-03-01,2025,3,Saturday,True,Gujarat,Surat,15243,18852,34095,70,0.44707435107787064,10.095616057651574,High Spike
2025-03-01,2025,3,Saturday,True,Gujarat,Surendra Nagar,7191,7521,14712,33,0.4887846655791191,4.1991752687027235,High Spike
2025-03-01,2025,3,Saturday,True,Gujarat,Vadodara,7894,17180,25074,71,0.31482810879795803,7.3513663358795265,High Spike
2025-03-01,2025,3,Saturday,True,Gujarat,Valsad,4860,6790,11650,34,0.4171673819742489,3.267693986354203,High Spike
2025-03-01,2025,3,Saturday,True,Haryana,Bhiwani,4091,8113,12204,26,0.335217961324156,3.436224564545281,High Spike
2025-03-01,2025,3,Saturday,True,Haryana,Faridabad,5798,8083,13881,14,0.417693249765867,3.946379401416107,High Spike
2025-03-01,2025,3,Saturday,True,Haryana,Hisar,4202,7560,11762,16,0.3572521679986397,3.301765150176226,High Spike
2025-03-01,2025,3,Saturday,True,Haryana,Karnal,3424,8201,11625,15,0.29453763440860214,3.2600888158582157,High Spike
2025-03-01,2025,3,Saturday,True,Haryana,Sirsa,4013,7036,11049,14,0.36320028961897005,3.084865687630669,High Spike
2025-03-01,2025,3,Saturday,True,Himachal Pradesh,Kangra,5235,7358,12593,91,0.4157071388866831,3.554561017462843,High Spike
2025-03-01,2025,3,Saturday,True,Jammu And Kashmir,Jammu,3883,7915,11798,39,0.329123580267842,3.3127165956904476,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Bokaro,3629,8264,11893,34,0.3051374758261162,3.3416162435751993,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Chatra,5091,7042,12133,7,0.4195994395450424,3.414625880336677,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Deoghar,5230,5790,11020,16,0.4745916515426497,3.076043689855324,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Dhanbad,7080,17070,24150,48,0.29316770186335406,7.070279234347837,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Dumka,8376,6943,15319,20,0.5467719825053855,4.383828808345295,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,East Singhbhum,10278,11606,21884,27,0.4696581977700603,6.3809465805915515,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Garhwa,6945,10447,17392,11,0.39932152713891444,5.014449545872559,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Giridih,8203,10019,18222,19,0.45017012402590273,5.266941206339336,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Godda,8171,6322,14493,12,0.5637894155799351,4.132553975157875,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Gumla,3986,6975,10961,17,0.3636529513730499,3.058095487484794,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Hazaribagh,6244,5370,11614,22,0.5376270018942655,3.2567425408399813,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Palamu,9446,10392,19838,17,0.4761568706522835,5.7585394271999535,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Ranchi,11510,23635,35145,31,0.32750035566936975,10.415033218483039,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,Sahebganj,6267,5248,11515,12,0.5442466348241424,3.226626065675872,High Spike
2025-03-01,2025,3,Saturday,True,Jharkhand,West Singhbhum,11055,9473,20528,18,0.5385327357755261,5.9684421328892014,High Spike
2025-03-01,2025,3,Saturday,True,Karnataka,Bangalore,4949,18641,23590,90,0.20979228486646884,6.899923415237723,High Spike
2025-03-01,2025,3,Saturday,True,Karnataka,Belgaum,6317,9227,15544,100,0.40639475038600104,4.45227534280918,High Spike
2025-03-01,2025,3,Saturday,True,Karnataka,Bengaluru,14823,19747,34570,105,0.4287821810818629,10.240114297075332,High Spike
2025-03-01,2025,3,Saturday,True,Karnataka,Davangere,5081,6406,11487,40,0.4423261077740054,3.218108274720366,High Spike
2025-03-01,2025,3,Saturday,True,Karnataka,Dharwad,6422,7178,13600,37,0.4722058823529412,3.86089728504121,High Spike
2025-03-01,2025,3,Saturday,True,Kerala,Ernakulam,5737,11380,17117,122,0.33516387217386223,4.930792670416699,High Spike
2025-03-01,2025,3,Saturday,True,Kerala,Kannur,4097,6968,11065,91,0.370266606416629,3.089732996748101,High Spike
2025-03-01,2025,3,Saturday,True,Kerala,Kollam,4871,8548,13419,105,0.3629927714434757,3.8058358506502623,High Spike
2025-03-01,2025,3,Saturday,True,Kerala,Kozhikode,5544,7757,13301,83,0.4168107661078114,3.7699394459092024,High Spike
2025-03-01,2025,3,Saturday,True,Kerala,Malappuram,10776,12728,23504,97,0.45847515316541865,6.873761628731526,High Spike
2025-03-01,2025,3,Saturday,True,Kerala,Palakkad,8738,11823,20561,131,0.4249793297991343,5.978480957943905,High Spike
2025-03-01,2025,3,Saturday,True,Kerala,Thiruvananthapuram,6652,11037,17689,117,0.3760529142404884,5.104798971364888,High Spike
2025-03-01,2025,3,Saturday,True,Kerala,Thrissur,7177,9335,16512,150,0.4346535852713178,4.746747544413807,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Balaghat,6402,8235,14637,20,0.4373847099815536,4.176359757214762,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Barwani,7982,9951,17933,9,0.4451012100596665,5.179025435405723,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Betul,3867,10755,14622,20,0.2644645055395979,4.17179665491717,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Bhopal,7463,9049,16512,28,0.45197432170542634,4.746747544413807,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Chhatarpur,9711,11673,21384,20,0.4541245791245791,6.228843170671806,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Chhindwara,3694,10171,13865,25,0.26642625315542734,3.9415120922986753,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Damoh,7936,12055,19991,12,0.39697864038817465,5.805083070635395,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Dhar,6968,9976,16944,16,0.4112370160528801,4.8781648905844675,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Guna,8594,5775,14369,13,0.5980931171271487,4.094832329497779,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Gwalior,7276,7161,14437,18,0.5039828219159105,4.115518393246864,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Indore,11298,10515,21813,28,0.517948012653005,6.359347896382947,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Jabalpur,6187,7925,14112,24,0.43842120181405897,4.016651176799029,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Katni,3239,8903,12142,14,0.26676000658870036,3.4173637417152327,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Khargone,8855,11255,20110,19,0.44032819492789654,5.841283682196295,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Mandsaur,5021,6824,11845,18,0.42389193752638243,3.327014316222904,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Morena,13912,6993,20905,12,0.6654867256637168,6.08312810396869,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Panna,4877,8614,13491,11,0.3615002594322141,3.8277387416787056,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Rajgarh,10071,14023,24094,14,0.4179878808001992,7.053243652436826,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Rewa,13084,10964,24048,29,0.5440785096473719,7.039250138724209,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Sagar,10882,12949,23831,25,0.4566321178297176,6.97323725881904,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Satna,7162,11270,18432,25,0.3885633680555556,5.330824638505629,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Sehore,4438,8568,13006,18,0.341227125941873,3.680198434056553,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Seoni,5711,5702,11413,16,0.5003942872163323,3.195596970052244,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Shahdol,3159,7894,11053,13,0.28580475888898943,3.0860825149100273,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Shajapur,7862,8321,16183,20,0.4858184514614101,4.646663500686615,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Shivpuri,9627,7104,16731,18,0.5753989600143447,4.813368837958656,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Sidhi,12873,7426,20299,10,0.634169170895118,5.898778771145959,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Singrauli,9011,6282,15293,10,0.5892238278951154,4.375919431029468,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Tikamgarh,9269,13144,22413,17,0.4135546334716459,6.541871988286641,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Ujjain,5583,6762,12345,22,0.4522478736330498,3.479117726142649,High Spike
2025-03-01,2025,3,Saturday,True,Madhya Pradesh,Vidisha,5177,5933,11110,12,0.46597659765976596,3.103422303640878,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Ahmadnagar,8342,22641,30983,87,0.2692444243617468,9.148924434311079,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Akola,5799,19830,25629,27,0.22626711927894183,7.5202011208904445,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Amravati,9464,30849,40313,42,0.23476297968397292,11.987174063413528,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Aurangabad,11805,21622,33427,38,0.3531576270679391,9.892405901998794,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Beed,8159,16280,24439,26,0.3338516305904497,7.15819500528145,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Bhandara,2521,8744,11265,19,0.22379050155348423,3.150574360715999,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Buldhana,6763,13362,20125,30,0.3360496894409938,5.845846784493887,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Chandrapur,7293,17284,24577,33,0.2967408552711885,7.2001755464193,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Dhule,5157,14043,19200,25,0.26859375,5.564455476142358,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Gadchiroli,2665,9929,12594,15,0.21160870255677305,3.5548652242826826,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Gondiya,4074,7263,11337,12,0.3593543265414131,3.1724772517444424,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Jalgaon,11108,29512,40620,61,0.2734613490891187,12.080565557104253,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Jalna,5388,11402,16790,23,0.3209053007742704,4.831317040329186,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Kolhapur,9588,18096,27684,76,0.3463372345036844,8.145346135660597,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Latur,9558,19388,28946,24,0.3302010640503006,8.529255142298036,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Mumbai,7636,31432,39068,82,0.19545408006552678,11.608436572713362,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Mumbai Suburban,7347,9473,16820,54,0.4368014268727705,4.84044324492437,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Nagpur,11511,30242,41753,64,0.27569276459176584,12.425231883982395,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Nanded,14793,23918,38711,42,0.3821394435690114,11.499834738030664,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Nandurbar,5201,12240,17441,20,0.29820537813198783,5.029355680044693,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Nashik,19311,43604,62915,74,0.30693793213065246,18.862856605425698,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Osmanabad,7315,10669,17984,25,0.40675044483985767,5.194539983217537,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Palghar,7288,7628,14916,37,0.48860284258514347,4.26123345994998,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Parbhani,9812,10952,20764,17,0.47254864188017726,6.040234942371321,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Pune,23546,42545,66091,137,0.356266360018762,19.82901746523592,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Raigarh,6311,8981,15292,54,0.4126994506931729,4.3756152242096285,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Ratnagiri,3235,8969,12204,63,0.26507702392658145,3.436224564545281,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Sangli,9383,16901,26284,65,0.3569852381677066,7.71945658788531,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Satara,8173,14177,22350,76,0.36568232662192396,6.522706958636754,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Solapur,13276,22111,35387,70,0.3751660214202956,10.488651268884196,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Thane,13203,38556,51759,68,0.25508607198748046,15.469125323296339,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Wardha,4565,10487,15052,16,0.30328195588626095,4.30260558744815,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Washim,4056,10181,14237,12,0.28489147994661795,4.054677029278966,High Spike
2025-03-01,2025,3,Saturday,True,Maharashtra,Yavatmal,10207,28222,38429,33,0.26560670327096725,11.414048414835927,High Spike
2025-03-01,2025,3,Saturday,True,Mizoram,Aizawl,12080,3703,15783,18,0.7653804726604575,4.524980772750818,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Balangir,4351,10254,14605,28,0.29791167408421776,4.1666251389798985,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Baleswar,5171,7445,12616,49,0.40987634749524415,3.561557774319151,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Bargarh,3663,7748,11411,25,0.32100604679695033,3.194988556412565,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Bhadrak,4068,7333,11401,37,0.356810806069643,3.1919464882141697,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Cuttack,5126,11988,17114,58,0.2995208601145261,4.92988004995718,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Dhenkanal,4237,7571,11808,22,0.35882452574525747,3.3157586638888428,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Ganjam,8753,15329,24082,77,0.36346648949422805,7.049593170598752,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Kalahandi,5546,11235,16781,25,0.3304928192598772,4.828579178950631,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Kendrapara,4036,7247,11283,38,0.3577062837897722,3.15605008347311,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Kendujhar,6124,11611,17735,42,0.34530589230335496,5.1187924850775035,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Khorda,4603,7484,12087,56,0.38082237114254985,3.4006323666240608,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Koraput,7961,12426,20387,30,0.39049394221808015,5.925548971291834,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Mayurbhanj,8491,14166,22657,67,0.3747627664739374,6.616098452327478,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Nabarangapur,6051,8542,14593,15,0.4146508600013705,4.162974657141825,High Spike
2025-03-01,2025,3,Saturday,True,Odisha,Sundergarh,5085,8316,13401,57,0.3794492948287441,3.8003601278931516,High Spike
2025-03-01,2025,3,Saturday,True,Punjab,Amritsar,7560,16513,24073,35,0.3140447804594359,7.046855309220197,High Spike
2025-03-01,2025,3,Saturday,True,Punjab,Bathinda,4876,9510,14386,21,0.33894063673015434,4.10000384543505,High Spike
2025-03-01,2025,3,Saturday,True,Punjab,Gurdaspur,4892,12578,17470,29,0.280022896393818,5.038177677820039,High Spike
2025-03-01,2025,3,Saturday,True,Punjab,Hoshiarpur,3501,9848,13349,49,0.2622668364671511,3.784541373261498,High Spike
2025-03-01,2025,3,Saturday,True,Punjab,Jalandhar,7894,16001,23895,67,0.3303620004184976,6.992706495288767,High Spike
2025-03-01,2025,3,Saturday,True,Punjab,Ludhiana,11042,18144,29186,71,0.3783320770232303,8.602264779059514,High Spike
2025-03-01,2025,3,Saturday,True,Punjab,Patiala,4526,11533,16059,21,0.2818357307428856,4.608941855026518,High Spike
2025-03-01,2025,3,Saturday,True,Punjab,Sangrur,3540,7334,10874,18,0.3255471767518852,3.031629494158758,High Spike
2025-03-01,2025,3,Saturday,True,Punjab,Tarn Taran,3858,10650,14508,28,0.26592224979321755,4.137117077455468,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Ajmer,6104,7466,13570,52,0.44981577008106116,3.8517710804460252,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Alwar,10532,13227,23759,47,0.44328465002735806,6.951334367790596,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Barmer,8085,9635,17720,27,0.4562641083521445,5.114229382779912,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Bharatpur,5636,7951,13587,32,0.41480827261352765,3.8569425963832966,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Bikaner,5707,8703,14410,26,0.39604441360166553,4.107304809111198,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Churu,5734,8444,14178,25,0.4044293976583439,4.036728826908436,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Dausa,4864,6991,11855,26,0.4102910164487558,3.3300563844212987,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Ganganagar,3617,7313,10930,29,0.33092406221408965,3.0486650760697698,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Hanumangarh,4108,7451,11559,19,0.3553940652305563,3.2400111657488093,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Jaipur,15224,25583,40807,78,0.37307324723699364,12.137452232414237,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Jhunjhunun,4267,8569,12836,48,0.3324244312870053,3.6284832746838394,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Jodhpur,11211,13776,24987,41,0.44867331012126305,7.324900342553491,High Spike
2025-03-01,2025,3,Saturday,True,Rajasthan,Nagaur,7715,12792,20507,47,0.3762130004388745,5.962053789672573,High Spike
